uvkey,aqi
"(613062361, 2537914951, 0)",1.66
"(613062361, 613062362, 0)",1.66
"(613062362, 2537914927, 0)",1.67
"(613062362, 2537914944, 0)",1.67
"(613062362, 613062361, 0)",1.66
"(1976604381, 676692977, 0)",1.73
"(1976604381, 1324879809, 0)",1.73
"(1976604381, 1976604393, 0)",1.74
"(365303519, 365303537, 0)",1.67
"(365303519, 365307844, 0)",1.68
"(365303519, 364899060, 0)",1.67
"(590059233, 593526519, 0)",1.64
"(590059238, 231146450, 0)",1.62
"(590059238, 575950128, 0)",1.62
"(590059238, 590059242, 0)",1.6
"(1976604393, 1976604381, 0)",1.74
"(590059242, 590059238, 0)",1.6
"(365303535, 365298381, 0)",1.66
"(365303535, 365302691, 0)",1.59
"(365303535, 365302694, 0)",1.59
"(365303535, 365303537, 0)",1.59
"(365303536, 365303537, 0)",1.66
"(365303537, 1725890632, 0)",1.66
"(365303537, 365303519, 0)",1.67
"(365303537, 365303535, 0)",1.59
"(365303537, 365303536, 0)",1.66
"(365303538, 1725890632, 0)",1.67
"(365303538, 365302694, 0)",1.59
"(365303538, 365303539, 0)",1.67
"(365303539, 365303538, 0)",1.67
"(3677951733, 3637734319, 0)",1.64
"(3677951733, 743077792, 0)",1.64
"(3677951733, 3637734321, 0)",1.63
"(36476666, 36475834, 0)",1.67
"(36476666, 3514099091, 0)",1.64
"(6097049342, 317353288, 0)",1.66
"(6097049342, 317353275, 0)",1.66
"(6097049342, 6097049343, 0)",1.8
"(6097049343, 6097049342, 0)",1.8
"(6097049343, 414012102, 0)",1.8
"(6097049343, 317353287, 0)",1.8
"(6097049352, 6097049353, 0)",1.8
"(6097049352, 414012077, 0)",1.81
"(6097049352, 414012081, 0)",1.8
"(6097049353, 6097049352, 0)",1.8
"(6097049353, 4408668295, 0)",1.8
"(6097049353, 414012081, 0)",1.8
"(932648714, 456819554, 0)",1.71
"(932648714, 1398421331, 0)",1.7
"(932648714, 1398421332, 0)",1.71
"(6097049362, 6097049377, 0)",1.82
"(1976604435, 1324879827, 0)",1.72
"(1976604435, 1976604444, 0)",1.72
"(1976604435, 1976604444, 1)",1.73
"(1976604435, 1988932384, 0)",1.73
"(6097049364, 6097049365, 0)",1.82
"(6097049365, 6097049364, 0)",1.82
"(6097049365, 6097049368, 0)",1.83
"(6097049365, 6097049377, 0)",1.83
"(6097049366, 6097049368, 0)",1.66
"(6097049368, 6097049365, 0)",1.83
"(6097049368, 6097049366, 0)",1.66
"(6097049368, 36428908, 0)",1.83
"(6097049369, 36428908, 0)",1.7
"(469735196, 505350688, 0)",1.67
"(469735196, 1011769109, 0)",1.67
"(469735196, 2437955348, 0)",1.67
"(469735196, 462027529, 0)",1.67
"(469735197, 493161195, 0)",1.68
"(469735197, 1011769109, 0)",1.69
"(469735197, 1011769595, 0)",1.71
"(6097049372, 6097049376, 0)",1.81
"(6097049374, 6097049376, 0)",1.81
"(469735200, 504482928, 0)",1.68
"(6097049377, 6097049362, 0)",1.82
"(6097049377, 6097049365, 0)",1.83
"(6097049377, 34074603, 0)",1.82
"(6097049376, 6097049372, 0)",1.81
"(6097049376, 6097049374, 0)",1.81
"(6097049376, 36428908, 0)",1.82
"(469735203, 462516691, 0)",1.67
"(1976604444, 1976604435, 0)",1.72
"(1976604444, 1976604435, 1)",1.73
"(1976604444, 1976604474, 0)",1.72
"(1976604444, 1988932397, 0)",1.72
"(1976604453, 1513594810, 0)",1.72
"(264935214, 329989637, 0)",1.65
"(1786844983, 34660062, 0)",1.64
"(1786844983, 34659963, 0)",1.64
"(1786844983, 346155348, 0)",1.64
"(1976604474, 1324879827, 0)",1.72
"(1976604474, 1976604444, 0)",1.72
"(1976604474, 1513594788, 0)",1.72
"(34772801, 470239164, 0)",1.7
"(34772801, 333400403, 0)",1.7
"(34772801, 333400289, 0)",1.7
"(34772801, 333400204, 0)",1.7
"(34772804, 333400339, 0)",1.69
"(34772804, 417049129, 0)",1.69
"(34772804, 452668951, 0)",1.7
"(34772804, 417049145, 0)",1.69
"(34772805, 33982189, 0)",1.71
"(34772805, 369610455, 0)",1.7
"(34772805, 267339178, 0)",1.71
"(34772805, 278321996, 0)",1.7
"(34772806, 593396459, 0)",1.71
"(34772806, 267339178, 0)",1.7
"(34772806, 469879252, 0)",1.71
"(34772806, 579641390, 0)",1.69
"(34772807, 478777489, 0)",1.71
"(34772807, 469879251, 0)",1.71
"(34772807, 600426816, 0)",1.71
"(34772807, 267384943, 0)",1.7
"(34772809, 469879256, 0)",1.71
"(34772809, 471573566, 0)",1.71
"(34772809, 267384911, 0)",1.7
"(34772809, 325148922, 0)",1.7
"(1786845024, 279222304, 0)",1.91
"(1786845024, 279222305, 0)",1.67
"(1786845024, 262961070, 0)",1.81
"(265426812, 1937261450, 0)",1.69
"(265426812, 2856821604, 0)",1.73
"(265426812, 1937261458, 0)",1.71
"(265426812, 366204965, 0)",1.71
"(982194049, 982194097, 0)",1.67
"(982194049, 872042862, 0)",1.69
"(982194049, 982194111, 0)",1.67
"(2900694917, 2900694918, 0)",1.77
"(2900694918, 2900694917, 0)",1.77
"(2900694918, 370659083, 0)",1.77
"(2900694918, 279190908, 0)",1.78
"(2900694919, 5523539240, 0)",1.74
"(2900694919, 370659088, 0)",1.74
"(2900694919, 279190908, 0)",1.75
"(2900694926, 279189939, 0)",1.74
"(2900694926, 2900694928, 0)",1.74
"(2900694926, 1324709496, 0)",1.74
"(2900694927, 6030806110, 0)",1.74
"(2900694927, 1324709496, 0)",1.74
"(2900694927, 283373871, 0)",1.74
"(2900694928, 2900694926, 0)",1.74
"(2900694928, 2900694929, 0)",1.73
"(2900694928, 937567005, 0)",1.73
"(2900694929, 2900694928, 0)",1.73
"(2900694929, 1324709496, 0)",1.73
"(2900694929, 937567007, 0)",1.73
"(34772909, 325148926, 0)",1.61
"(34772909, 728300933, 0)",1.69
"(34772909, 34772913, 0)",1.71
"(34772909, 471573569, 0)",1.7
"(982194097, 982194049, 0)",1.67
"(982194097, 315732070, 0)",1.67
"(982194097, 982194114, 0)",1.67
"(34772913, 34772909, 0)",1.71
"(34772913, 325148932, 0)",1.71
"(34772913, 452735387, 0)",1.71
"(612800434, 612800435, 0)",1.8
"(612800434, 6050342051, 0)",1.8
"(612800434, 1324797162, 0)",1.66
"(612800435, 612800434, 0)",1.8
"(612800435, 6185468690, 0)",1.8
"(612800435, 379469969, 0)",1.66
"(534255542, 76826231, 0)",1.7
"(534255542, 262961757, 0)",1.67
"(534255542, 534255544, 0)",1.67
"(534255544, 534255542, 0)",1.67
"(534255544, 355004115, 0)",1.67
"(534255544, 534257430, 0)",1.67
"(534255544, 262961608, 0)",1.67
"(3385726905, 3385714195, 0)",1.71
"(3385726905, 2753743549, 0)",1.7
"(3385726905, 5543074295, 0)",1.69
"(3385726908, 3385726914, 0)",1.69
"(982194111, 982194049, 0)",1.67
"(982194111, 324325982, 0)",1.67
"(982194114, 982194097, 0)",1.67
"(982194114, 872042860, 0)",1.6
"(982194114, 324316798, 0)",1.67
"(3385726914, 1807783315, 0)",1.7
"(3385726914, 3385726908, 0)",1.69
"(3385726914, 741296236, 0)",1.69
"(378312663, 308741478, 0)",1.73
"(378312663, 378312669, 0)",1.74
"(378312663, 373571618, 0)",1.71
"(1960581079, 1960581084, 0)",1.8
"(1960581079, 1324736455, 0)",1.8
"(1960581079, 6050342475, 0)",1.81
"(2418186204, 334006146, 0)",1.82
"(2418186204, 6050342491, 0)",1.81
"(2418186204, 6050342492, 0)",1.82
"(378312669, 378312663, 0)",1.74
"(1960581084, 1960581079, 0)",1.8
"(1960581084, 6050342568, 0)",1.8
"(1960581113, 6050342571, 0)",1.8
"(974624771, 5631017399, 0)",1.68
"(2899908622, 1324725090, 0)",1.74
"(2899908622, 283817416, 0)",1.76
"(974624785, 974624828, 0)",1.69
"(279222304, 1786845024, 0)",1.91
"(279222304, 279222305, 0)",1.69
"(279222304, 279222311, 0)",1.94
"(279222305, 1786845024, 0)",1.67
"(279222305, 279222304, 0)",1.69
"(279222305, 279222306, 0)",1.94
"(279222305, 164778190, 0)",1.73
"(279222305, 279222309, 0)",1.94
"(279222306, 279222305, 0)",1.94
"(279222306, 413335431, 0)",1.65
"(279222306, 413334338, 0)",1.79
"(279222306, 279222308, 0)",1.73
"(279222308, 279222306, 0)",1.73
"(279222308, 279222309, 0)",1.94
"(279222308, 289732396, 0)",1.65
"(279222308, 279222312, 0)",1.97
"(279222309, 279222305, 0)",1.94
"(279222309, 279222308, 0)",1.94
"(279222309, 279222311, 0)",1.69
"(279222309, 25811042, 0)",1.9
"(279222311, 279222304, 0)",1.94
"(279222311, 279222309, 0)",1.69
"(279222311, 265674417, 0)",1.94
"(279222311, 25811055, 0)",1.78
"(279222312, 279222308, 0)",1.97
"(279222312, 388376581, 0)",1.75
"(279222312, 393767520, 0)",1.75
"(279222312, 2841430383, 0)",1.69
"(279222313, 25811042, 0)",1.87
"(279222313, 262960614, 0)",1.88
"(279222313, 279222315, 0)",1.71
"(279222313, 344486076, 0)",1.83
"(279222315, 279222313, 0)",1.71
"(279222315, 279222316, 0)",1.71
"(279222315, 344486075, 0)",1.87
"(279222315, 25811055, 0)",1.71
"(279222316, 279222315, 0)",1.71
"(279222316, 34725053, 0)",1.71
"(279222316, 317380237, 0)",1.71
"(1731696700, 1731102051, 0)",1.79
"(1731696700, 1731696743, 0)",1.78
"(1731696700, 367406913, 0)",1.78
"(974624828, 974624785, 0)",1.69
"(974624828, 1513551175, 0)",1.69
"(358488140, 358488141, 0)",1.67
"(358488141, 358488140, 0)",1.67
"(358488141, 317891900, 0)",1.67
"(358488141, 2896876352, 0)",1.67
"(699766864, 418220713, 0)",1.83
"(699766864, 699766867, 0)",1.84
"(699766864, 392964383, 0)",1.82
"(699766867, 699766864, 0)",1.84
"(699766867, 392964382, 0)",1.81
"(699766867, 1842163910, 0)",1.84
"(699766867, 699775176, 0)",1.85
"(1731696726, 279221651, 0)",1.78
"(1731696726, 265481019, 0)",1.79
"(1731696726, 34817066, 0)",1.79
"(364812386, 612917481, 0)",1.66
"(364812386, 321301466, 0)",1.66
"(364812386, 87739571, 0)",1.65
"(288594022, 340198522, 0)",1.71
"(288594022, 340198531, 0)",1.85
"(288594022, 34658886, 0)",1.85
"(288594022, 417285785, 0)",1.68
"(1731696743, 1731102300, 0)",1.77
"(1731696743, 1731696700, 0)",1.78
"(1731696743, 1731696825, 0)",1.78
"(729651327, 729651332, 0)",1.66
"(729651332, 729651327, 0)",1.66
"(729651332, 60706275, 0)",1.66
"(729651332, 364813575, 0)",1.66
"(34773144, 1645286603, 0)",1.71
"(34773144, 471573548, 0)",1.71
"(34773144, 267385905, 0)",1.7
"(34773144, 267384975, 0)",1.7
"(34773145, 469879258, 0)",1.71
"(34773145, 452676178, 0)",1.71
"(34773145, 713319081, 0)",1.7
"(34773145, 452670049, 0)",1.71
"(593238175, 34774835, 0)",1.71
"(1731696825, 1731102278, 0)",1.78
"(1731696825, 1731696743, 0)",1.78
"(1731696825, 367406913, 0)",1.71
"(1731696825, 1731696851, 0)",1.71
"(593238204, 593238233, 0)",1.71
"(504371391, 6099832157, 0)",1.64
"(504371391, 504371393, 0)",1.64
"(504371391, 2537641942, 0)",1.64
"(504371393, 364970574, 0)",1.64
"(504371393, 504371391, 0)",1.64
"(504371393, 504371395, 0)",1.64
"(504371395, 504371393, 0)",1.64
"(504371395, 2537641942, 0)",1.66
"(504371395, 334393501, 0)",1.66
"(1731696851, 1731696825, 0)",1.71
"(1731696851, 1731148800, 0)",1.7
"(1731696851, 1731148870, 0)",1.77
"(593238231, 593238233, 0)",1.71
"(593238231, 593239987, 0)",1.7
"(593238231, 593239998, 0)",1.71
"(593238233, 593238204, 0)",1.71
"(593238233, 593238231, 0)",1.71
"(593238233, 593239998, 0)",1.71
"(243833062, 4109356519, 0)",1.6
"(243833063, 3961227336, 0)",1.6
"(371202284, 339312994, 0)",1.77
"(371202284, 1516868915, 0)",1.73
"(371202284, 322650294, 0)",1.71
"(5543074031, 602763305, 0)",1.66
"(5543074031, 5543074032, 0)",1.66
"(5543074031, 5543074313, 0)",1.66
"(5543074032, 5543074031, 0)",1.66
"(5543074032, 446004503, 0)",1.66
"(5543074032, 34124001, 0)",1.59
"(371202290, 339312994, 0)",1.75
"(371202290, 4575441969, 0)",1.77
"(371202290, 290501458, 0)",1.85
"(5745744115, 3385746053, 0)",1.69
"(5745744115, 2753743549, 0)",1.69
"(5745744115, 5543074055, 0)",1.6
"(5745744115, 3385714196, 0)",1.7
"(5543074034, 34124001, 0)",1.59
"(5543074034, 602763305, 0)",1.66
"(5543074034, 34123999, 0)",1.66
"(767400185, 1707093983, 0)",1.77
"(767400185, 767400186, 0)",1.77
"(767400185, 612155239, 0)",1.76
"(767400186, 767400185, 0)",1.77
"(767400186, 1324777037, 0)",1.77
"(767400186, 6050342100, 0)",1.77
"(767400186, 370687798, 0)",1.77
"(371202299, 1516868997, 0)",1.77
"(175511805, 34658622, 0)",1.95
"(175511805, 344486076, 0)",1.73
"(175511805, 265504127, 0)",1.76
"(175511805, 25543276, 0)",1.96
"(365304062, 1726379417, 0)",1.69
"(365304062, 404265572, 0)",1.69
"(365304062, 404265587, 0)",1.69
"(365304062, 365304067, 0)",1.67
"(365304066, 365304067, 0)",1.67
"(365304067, 365304062, 0)",1.67
"(365304067, 365304066, 0)",1.67
"(365304067, 60707551, 0)",1.68
"(365304067, 364899065, 0)",1.67
"(371202308, 4575441964, 0)",1.85
"(371202308, 290501458, 0)",1.85
"(371202308, 405357280, 0)",1.76
"(5543074053, 5543074056, 0)",1.67
"(5543074053, 5543074304, 0)",1.67
"(5543074053, 741296238, 0)",1.67
"(5543074053, 6051671972, 0)",1.67
"(5543074055, 1807783290, 0)",1.68
"(5543074055, 5745744115, 0)",1.6
"(5543074055, 2189647590, 0)",1.67
"(242850056, 242850057, 0)",1.72
"(242850056, 242850086, 0)",1.71
"(242850056, 242850108, 0)",1.72
"(242850057, 242850056, 0)",1.72
"(242850057, 242850071, 0)",1.74
"(242850057, 299525399, 0)",1.73
"(5543074056, 5543074053, 0)",1.67
"(5543074056, 2189647590, 0)",1.59
"(5543074056, 6051671955, 0)",1.67
"(5543074066, 34157114, 0)",1.69
"(5543074066, 3401474637, 0)",1.69
"(5543074066, 6051671988, 0)",1.68
"(660871445, 6049124905, 0)",1.69
"(5543074070, 34157114, 0)",1.69
"(5543074070, 34157113, 0)",1.69
"(5543074070, 3401474642, 0)",1.68
"(4523694358, 1731148975, 0)",1.78
"(4523694358, 392963919, 0)",1.78
"(4523694358, 1731148942, 0)",1.78
"(4523694358, 4523694360, 0)",1.78
"(242850071, 242850057, 0)",1.74
"(242850071, 299525454, 0)",1.72
"(242850071, 242850081, 0)",1.71
"(4523694360, 1731102678, 0)",1.78
"(4523694360, 4523694358, 0)",1.78
"(4523694360, 1731148964, 0)",1.78
"(442046747, 34659076, 0)",1.64
"(442046747, 34659078, 0)",1.64
"(442046747, 441167219, 0)",1.64
"(442046753, 442046810, 0)",1.64
"(242850081, 242850071, 0)",1.71
"(242850081, 242850086, 0)",1.71
"(242850081, 242850133, 0)",1.71
"(242850086, 488408072, 0)",1.71
"(242850086, 242850056, 0)",1.71
"(242850086, 242850081, 0)",1.71
"(349935912, 340198910, 0)",1.66
"(349935912, 340198912, 0)",1.65
"(349935912, 344177877, 0)",1.66
"(349935912, 345790969, 0)",1.66
"(351443258, 571086238, 0)",1.63
"(351443258, 351400669, 0)",1.64
"(351443258, 351443272, 0)",1.63
"(242850108, 242850056, 0)",1.72
"(242850108, 488298595, 0)",1.71
"(242850108, 242850133, 0)",1.71
"(612833597, 283694112, 0)",1.74
"(612833597, 283835855, 0)",1.73
"(612833597, 612833598, 0)",1.73
"(612833598, 612833597, 0)",1.73
"(316873025, 316868358, 0)",1.64
"(316873025, 316868360, 0)",1.64
"(316873025, 316873038, 0)",1.64
"(534190405, 534190410, 0)",1.74
"(351443272, 351443258, 0)",1.63
"(351443272, 34725656, 0)",1.63
"(351443272, 388376587, 0)",1.63
"(534190410, 534190405, 0)",1.74
"(534190410, 34166949, 0)",1.76
"(534190410, 34166845, 0)",1.76
"(2933856587, 2933856589, 0)",1.68
"(2933856589, 370641184, 0)",1.6
"(2933856589, 2933856587, 0)",1.68
"(2933856589, 278321035, 0)",1.69
"(316873038, 316873025, 0)",1.64
"(316873038, 351402796, 0)",1.64
"(316873038, 316873044, 0)",1.64
"(316873038, 469751035, 0)",1.64
"(288594254, 567029543, 0)",1.71
"(288594254, 288595866, 0)",1.7
"(288594254, 34732920, 0)",1.7
"(288594254, 359101959, 0)",1.69
"(283449679, 5631017399, 0)",1.69
"(283449679, 1513563564, 0)",1.69
"(283449679, 1513563547, 0)",1.69
"(1397168467, 1837796646, 0)",1.69
"(1397168467, 586373375, 0)",1.68
"(1397168467, 3581665485, 0)",1.68
"(316873044, 316873038, 0)",1.64
"(316873044, 718389044, 0)",1.64
"(316873044, 718393773, 0)",1.64
"(242850133, 242850081, 0)",1.71
"(242850133, 242850108, 0)",1.71
"(242850133, 242850140, 0)",1.71
"(534190423, 35652728, 0)",1.8
"(283449688, 283380473, 0)",1.7
"(283449688, 3848051613, 0)",1.69
"(283449688, 534633247, 0)",1.68
"(442046809, 442046810, 0)",1.64
"(442046809, 388377985, 0)",1.64
"(442046809, 6051940122, 0)",1.64
"(316873050, 34658623, 0)",1.66
"(316873050, 370269428, 0)",1.65
"(316873050, 345790965, 0)",1.66
"(316873050, 345790952, 0)",1.66
"(442046810, 442046753, 0)",1.64
"(442046810, 442046809, 0)",1.64
"(442046810, 388378011, 0)",1.63
"(442046810, 388378008, 0)",1.64
"(242850140, 242850133, 0)",1.71
"(242850140, 585149443, 0)",1.61
"(242850140, 34127161, 0)",1.71
"(242850141, 736358103, 0)",1.71
"(322607472, 1516868562, 0)",1.73
"(322607472, 1516868624, 0)",1.75
"(322607472, 1516868915, 0)",1.71
"(322607472, 259759549, 0)",1.79
"(703895974, 2537914871, 0)",1.68
"(703895974, 466975033, 0)",1.69
"(703895974, 479803066, 0)",1.68
"(703895977, 2104757631, 0)",1.94
"(703895977, 544463610, 0)",1.8
"(703895977, 2705308460, 0)",1.77
"(279189939, 2900694926, 0)",1.74
"(279189939, 370659078, 0)",1.75
"(279189939, 370659088, 0)",1.74
"(279189939, 6030806110, 0)",1.74
"(5543074239, 5543074243, 0)",1.69
"(5543074240, 5543074246, 0)",1.6
"(5543074243, 5543074239, 0)",1.69
"(5543074243, 5543074246, 0)",1.6
"(5543074243, 34157111, 0)",1.69
"(5543074246, 468453589, 0)",1.69
"(5543074246, 5543074240, 0)",1.6
"(5543074246, 5543074243, 0)",1.6
"(316643784, 316643785, 0)",1.88
"(316643784, 5569585597, 0)",2.1
"(316643784, 5569585597, 1)",1.99
"(316643784, 34729874, 0)",1.91
"(316643785, 316643784, 0)",1.88
"(316643785, 429737645, 0)",1.94
"(316643785, 481718597, 0)",1.74
"(316643786, 6080467380, 0)",2.1
"(316643786, 6080467382, 0)",1.9
"(316643786, 5569585597, 0)",2.1
"(316643789, 34128076, 0)",1.84
"(316643789, 2437881221, 0)",1.96
"(316643789, 316643790, 0)",1.7
"(316643789, 297284531, 0)",2.16
"(449550798, 449550811, 0)",2.05
"(316643790, 1462994798, 0)",1.94
"(316643790, 316643789, 0)",1.7
"(316643790, 466975117, 0)",1.87
"(316643791, 1462994798, 0)",2.38
"(316643791, 1462994798, 1)",2.34
"(316643791, 34729086, 0)",1.66
"(316643791, 316643792, 0)",2.34
"(316643792, 1462994821, 0)",2.15
"(316643792, 316643791, 0)",2.34
"(316643792, 1004087308, 0)",1.66
"(449550811, 449550798, 0)",2.05
"(449550811, 449550821, 0)",1.85
"(449550811, 278324284, 0)",1.88
"(739613150, 364927539, 0)",2.04
"(739613150, 703193659, 0)",1.8
"(739613150, 351419774, 0)",1.94
"(449550817, 449550821, 0)",1.74
"(449550821, 449550811, 0)",1.85
"(449550821, 449550817, 0)",1.74
"(449550821, 359561626, 0)",2.04
"(462658023, 469568084, 0)",1.68
"(462658023, 775504309, 0)",1.7
"(462658023, 34127394, 0)",1.71
"(462658023, 34127779, 0)",1.7
"(719067627, 6055151943, 0)",1.72
"(719067627, 719067630, 0)",1.61
"(719067627, 6055151944, 0)",1.67
"(316643820, 290597400, 0)",2.01
"(316643820, 364534351, 0)",2.09
"(316643820, 456390398, 0)",1.83
"(316643820, 461464676, 0)",2.21
"(719067630, 719067627, 0)",1.61
"(719067630, 719067632, 0)",1.72
"(719067630, 389602888, 0)",1.72
"(719067630, 373571929, 0)",1.72
"(719067632, 719067630, 0)",1.72
"(719067632, 1324960254, 0)",1.72
"(719067632, 1892515110, 0)",1.72
"(5543074295, 3385756316, 0)",1.69
"(5543074295, 3385726905, 0)",1.69
"(5543074295, 2753743549, 0)",1.6
"(5543074295, 3639590388, 0)",1.68
"(324344312, 538248849, 0)",1.68
"(324344312, 1542331032, 0)",1.66
"(324344312, 571105238, 0)",1.66
"(5543074302, 741296238, 0)",1.67
"(5543074302, 3780795242, 0)",1.67
"(5543074302, 5543074304, 0)",1.67
"(5543074304, 5543074053, 0)",1.67
"(5543074304, 5543074302, 0)",1.67
"(5543074304, 5543074313, 0)",1.67
"(5543074306, 34123999, 0)",1.66
"(5543074306, 3780795242, 0)",1.67
"(5543074306, 5543074307, 0)",1.62
"(5543074306, 602763305, 0)",1.66
"(5543074307, 741184094, 0)",1.67
"(5543074307, 5543074306, 0)",1.62
"(5543074307, 3385747404, 0)",1.67
"(5543074308, 602762044, 0)",1.66
"(5680208389, 36475582, 0)",1.64
"(5680208389, 595638575, 0)",1.64
"(5680208389, 2455152060, 0)",1.64
"(5680208389, 595640836, 0)",1.64
"(5543074310, 3780795242, 0)",1.67
"(5543074313, 5543074031, 0)",1.66
"(5543074313, 5543074304, 0)",1.67
"(5543074313, 3780795242, 0)",1.66
"(404265483, 365298380, 0)",1.66
"(404265483, 60707541, 0)",1.67
"(404265483, 404265486, 0)",1.68
"(404265483, 365308281, 0)",1.65
"(285678092, 288018299, 0)",1.68
"(285678092, 285678094, 0)",1.71
"(285678092, 753679421, 0)",1.7
"(404265486, 404265483, 0)",1.68
"(404265486, 365308288, 0)",1.68
"(404265486, 1723773125, 0)",1.6
"(404265486, 365308284, 0)",1.67
"(285678094, 970952413, 0)",1.71
"(285678094, 285678092, 0)",1.71
"(285678094, 2859822343, 0)",1.83
"(34773520, 417049144, 0)",1.71
"(34773520, 420498281, 0)",1.71
"(34773520, 593309420, 0)",1.71
"(34773520, 34774892, 0)",1.7
"(404265489, 446008051, 0)",1.71
"(404265489, 1723773125, 0)",1.71
"(285678098, 475694379, 0)",1.81
"(285678098, 2859822343, 0)",1.82
"(285678098, 289732368, 0)",1.8
"(278895120, 392963874, 0)",1.64
"(278895120, 265583174, 0)",1.64
"(278895120, 265583171, 0)",1.78
"(404265496, 60707541, 0)",1.67
"(404265496, 549274561, 0)",1.69
"(404265496, 60707552, 0)",1.68
"(404265496, 631811711, 0)",1.67
"(404265502, 549274561, 0)",1.7
"(404265502, 60706795, 0)",1.7
"(404265502, 354800731, 0)",1.7
"(6596729379, 463015807, 0)",1.65
"(6596729379, 463015818, 0)",1.65
"(6596729379, 463015822, 0)",1.65
"(6596729383, 1011769418, 0)",1.66
"(6596729383, 310695071, 0)",1.66
"(6596729383, 6596787596, 0)",1.66
"(485497384, 4610520616, 0)",1.62
"(485497384, 116730689, 0)",1.62
"(485497384, 485497385, 0)",1.62
"(485497384, 231167434, 0)",1.62
"(485497385, 485497384, 0)",1.62
"(485497385, 4610520617, 0)",1.62
"(485497385, 670414277, 0)",1.62
"(5908503080, 4793398198, 0)",1.77
"(729651774, 729651776, 0)",1.66
"(729651776, 729651774, 0)",1.66
"(729651776, 364813575, 0)",1.65
"(729651776, 87739571, 0)",1.66
"(265460299, 33982168, 0)",2.08
"(265460299, 265761426, 0)",1.93
"(265460299, 313897789, 0)",1.8
"(265460299, 313897786, 0)",1.78
"(379492940, 379492942, 0)",1.8
"(379492940, 1324788993, 0)",1.8
"(379492940, 36852583, 0)",1.8
"(379492941, 379492942, 0)",1.77
"(379492942, 2406714395, 0)",1.8
"(379492942, 379492940, 0)",1.8
"(379492942, 379492941, 0)",1.77
"(379492942, 283694171, 0)",1.8
"(379492943, 379492947, 0)",1.8
"(379492943, 1324777020, 0)",1.79
"(379492943, 6050341478, 0)",1.8
"(379492944, 379492945, 0)",1.79
"(379492945, 379492944, 0)",1.79
"(379492945, 379492947, 0)",1.8
"(379492945, 379492946, 0)",1.79
"(496802386, 34177987, 0)",1.68
"(496802387, 34177796, 0)",1.69
"(496802387, 1305616820, 0)",1.6
"(496802387, 496802389, 0)",1.67
"(496802387, 504482872, 0)",1.67
"(379492947, 2406714395, 0)",1.8
"(379492947, 379492943, 0)",1.8
"(379492947, 379492945, 0)",1.8
"(379492947, 844848618, 0)",1.8
"(496802389, 496802387, 0)",1.67
"(379492946, 379492945, 0)",1.79
"(2641992279, 2203813701, 0)",1.63
"(2641992279, 2203813703, 0)",1.63
"(2641992279, 2641992282, 0)",1.63
"(2641992282, 2203813703, 0)",1.63
"(2641992282, 2203813704, 0)",1.64
"(2641992282, 2641992279, 0)",1.63
"(2641992282, 2641992284, 0)",1.63
"(2641992284, 2641992282, 0)",1.63
"(613063265, 1306593938, 0)",1.68
"(613063265, 479803057, 0)",1.68
"(613063265, 2868242567, 0)",1.69
"(613063265, 613063266, 0)",1.68
"(613063266, 613063265, 0)",1.68
"(404265572, 365304062, 0)",1.69
"(404265572, 60707549, 0)",1.69
"(404265572, 60707551, 0)",1.67
"(404265572, 404265576, 0)",1.69
"(404265576, 364909120, 0)",1.74
"(404265576, 404265572, 0)",1.69
"(404265576, 266121624, 0)",1.78
"(1542330986, 1433252457, 0)",1.62
"(1542330986, 231167441, 0)",1.63
"(1542330986, 571035422, 0)",1.63
"(404265587, 365304062, 0)",1.69
"(404265587, 404265625, 0)",1.69
"(404265587, 404265596, 0)",1.67
"(404265587, 365305183, 0)",1.67
"(404265596, 404265587, 0)",1.67
"(365795967, 344177970, 0)",1.65
"(1542331032, 625840295, 0)",1.66
"(1542331032, 324344312, 0)",1.66
"(1542331032, 1096077940, 0)",1.67
"(1542331032, 324344504, 0)",1.66
"(404265625, 404265587, 0)",1.69
"(404265625, 1726379417, 0)",1.69
"(404265625, 317892391, 0)",1.68
"(2479102620, 1324918333, 0)",1.62
"(34773671, 333400209, 0)",1.69
"(324344504, 534252021, 0)",1.7
"(324344504, 34639044, 0)",1.67
"(324344504, 1542331032, 0)",1.66
"(324344504, 1096077940, 0)",1.67
"(364812986, 365226519, 0)",1.65
"(1985387207, 898852545, 0)",1.69
"(1985387207, 2496486783, 0)",1.69
"(1985387207, 2496486785, 0)",1.69
"(456825544, 456825546, 0)",1.62
"(456825544, 456825543, 0)",1.63
"(456825544, 2997331915, 0)",1.63
"(456825543, 3107459471, 0)",1.64
"(456825543, 456825544, 0)",1.63
"(456825543, 287428373, 0)",1.63
"(456825543, 456825546, 0)",1.62
"(456825546, 456825544, 0)",1.62
"(456825546, 456825543, 0)",1.62
"(456825546, 34159280, 0)",1.62
"(456825546, 6051606335, 0)",1.62
"(364813004, 612918953, 0)",1.65
"(364813004, 87739571, 0)",1.66
"(364813004, 364813572, 0)",1.66
"(456825549, 456828048, 0)",1.64
"(456825549, 456825548, 0)",1.64
"(456825549, 2997331921, 0)",1.64
"(456825548, 3107459475, 0)",1.64
"(456825548, 456825549, 0)",1.64
"(456825548, 2997331915, 0)",1.64
"(456825551, 456825553, 0)",1.58
"(456825551, 749488296, 0)",1.64
"(456825551, 456825552, 0)",1.58
"(456825551, 2997331921, 0)",1.64
