uvkey,aqi
"(2988433403, 2988433405, 0)",1.6
"(2988433405, 34159280, 0)",1.6
"(2988433405, 287428362, 0)",1.61
"(2988433405, 2988433403, 0)",1.6
"(1011769343, 310694960, 0)",1.64
"(534110215, 292546196, 0)",1.65
"(534110215, 534110216, 0)",1.65
"(534110215, 612917501, 0)",1.66
"(534110216, 534110215, 0)",1.65
"(1011769352, 34159201, 0)",1.6
"(1011769352, 34159202, 0)",1.6
"(1011769352, 1405933697, 0)",1.6
"(34725912, 33981641, 0)",1.66
"(34725912, 34725879, 0)",1.65
"(34725912, 334393490, 0)",1.65
"(1011769380, 730792703, 0)",1.63
"(1011769380, 5745744758, 0)",1.63
"(1011769380, 1011769562, 0)",1.62
"(278913062, 35652565, 0)",1.8
"(5955674151, 455449833, 0)",1.74
"(5955674151, 455449842, 0)",1.74
"(5955674151, 5955674150, 0)",1.74
"(5955674150, 5955674151, 0)",1.74
"(6097068094, 334006144, 0)",1.65
"(34398282, 559977402, 0)",1.69
"(34398282, 559977409, 0)",1.6
"(34398282, 559977410, 0)",1.6
"(34398282, 551592595, 0)",1.69
"(1011769418, 2340227148, 0)",1.69
"(1011769418, 463015807, 0)",1.66
"(1011769418, 6596729383, 0)",1.66
"(1011769418, 309349641, 0)",1.72
"(34398284, 559977447, 0)",1.67
"(34398284, 559977463, 0)",1.59
"(34398284, 34398858, 0)",1.67
"(34398284, 479456608, 0)",1.67
"(2641977422, 534252028, 0)",1.8
"(2641977422, 1497747202, 0)",1.77
"(2641977422, 1497747229, 0)",1.77
"(2641977422, 2641977424, 0)",1.8
"(2641977424, 2641977422, 0)",1.8
"(1011769433, 478498154, 0)",1.6
"(1011769433, 478498158, 0)",1.6
"(1011769433, 1011769202, 0)",1.6
"(1011769433, 1011769249, 0)",1.57
"(388391013, 298175858, 0)",1.66
"(388391013, 388391022, 0)",1.65
"(3001213035, 3001211698, 0)",1.8
"(3001213035, 3001213045, 0)",1.82
"(3001213035, 3001213062, 0)",1.82
"(388391022, 388391013, 0)",1.65
"(336453748, 1324879824, 0)",1.72
"(336453748, 1988932436, 0)",1.72
"(336453748, 1988932436, 1)",1.73
"(3001213045, 3001213035, 0)",1.82
"(3001213045, 3001213072, 0)",1.8
"(3001213045, 3001213062, 0)",1.85
"(286285958, 910412776, 0)",1.67
"(286285958, 659583256, 0)",1.66
"(286285958, 659583255, 0)",1.66
"(3001213062, 3001213035, 0)",1.82
"(3001213062, 3001213045, 0)",1.85
"(3001213062, 3001213067, 0)",1.81
"(3001213067, 3001213062, 0)",1.81
"(530866318, 451652686, 0)",1.69
"(530866318, 34123931, 0)",1.6
"(530866318, 898911720, 0)",1.69
"(530866318, 365356765, 0)",1.69
"(3001213072, 1307631329, 0)",1.75
"(3001213072, 1307631336, 0)",1.81
"(3001213072, 3001213045, 0)",1.8
"(3001213072, 3668309463, 0)",1.75
"(1011769488, 468532582, 0)",1.62
"(76832916, 394581389, 0)",1.63
"(76832916, 76834574, 0)",1.63
"(76832916, 76832918, 0)",1.63
"(34726037, 2857751383, 0)",1.62
"(34726037, 34659080, 0)",1.64
"(34726037, 34726082, 0)",1.63
"(76832918, 76832916, 0)",1.63
"(76832918, 76834574, 0)",1.64
"(76832918, 76832919, 0)",1.63
"(76832919, 393807236, 0)",1.64
"(76832919, 393808045, 0)",1.63
"(76832919, 354821610, 0)",1.62
"(76832919, 76832918, 0)",1.63
"(76832919, 76832920, 0)",1.63
"(76832920, 393807242, 0)",1.63
"(76832920, 393774962, 0)",1.63
"(76832920, 76832919, 0)",1.63
"(469491863, 353706319, 0)",1.76
"(469491863, 463170384, 0)",1.76
"(469491863, 463170381, 0)",1.74
"(3001213083, 3005724561, 0)",1.73
"(3001213083, 302365081, 0)",1.74
"(3001213083, 302365088, 0)",1.74
"(34726044, 2857754128, 0)",1.66
"(34726044, 34728417, 0)",1.66
"(34726044, 562820453, 0)",1.66
"(34726044, 2584901108, 0)",1.67
"(34726045, 412906146, 0)",1.67
"(34726045, 34728597, 0)",1.69
"(34726045, 2582307679, 0)",1.67
"(1011769503, 309349638, 0)",1.6
"(1011769503, 309349639, 0)",1.6
"(1011769503, 898911725, 0)",1.67
"(544661675, 34639279, 0)",1.64
"(544661675, 34639289, 0)",1.64
"(544661675, 369333232, 0)",1.64
"(1011769516, 297284544, 0)",1.69
"(1011769516, 33981158, 0)",1.7
"(1011769516, 478498181, 0)",1.7
"(6553362621, 34726718, 0)",1.62
"(34726082, 569947506, 0)",1.65
"(34726082, 34726037, 0)",1.63
"(34726082, 34726085, 0)",1.65
"(1837162690, 1324797162, 0)",1.8
"(1837162690, 1324797168, 0)",1.81
"(1837162690, 1837162691, 0)",1.81
"(1837162691, 767409847, 0)",1.8
"(1837162691, 379469966, 0)",1.81
"(1837162691, 379469969, 0)",1.76
"(1837162691, 1837162690, 0)",1.81
"(34726085, 559977371, 0)",1.65
"(34726085, 2856821641, 0)",1.65
"(34726085, 34726082, 0)",1.65
"(34726085, 2885020816, 0)",1.66
"(3581665481, 1837796646, 0)",1.68
"(3581665481, 765305733, 0)",1.68
"(3581665481, 3581665485, 0)",1.68
"(3581665485, 1397168467, 0)",1.68
"(3581665485, 299520621, 0)",1.69
"(3581665485, 3581665481, 0)",1.68
"(1011769562, 1011769380, 0)",1.62
"(612917481, 364812386, 0)",1.66
"(612917481, 365226200, 0)",1.66
"(612917481, 612917482, 0)",1.66
"(612917482, 612917481, 0)",1.66
"(612917486, 365225322, 0)",1.66
"(207380718, 2198011952, 0)",1.73
"(207380718, 299525394, 0)",1.72
"(207380718, 299525399, 0)",1.73
"(207380718, 207380723, 0)",1.72
"(207380723, 207380718, 0)",1.72
"(207380723, 299525394, 0)",1.72
"(207380723, 736358103, 0)",1.71
"(325148920, 1516867858, 0)",1.71
"(325148920, 452735387, 0)",1.71
"(325148920, 728300927, 0)",1.7
"(325148920, 325148934, 0)",1.71
"(325148921, 987471424, 0)",1.71
"(325148921, 600420620, 0)",1.7
"(325148921, 390381227, 0)",1.7
"(325148921, 267381253, 0)",1.7
"(325148922, 1516867793, 0)",1.71
"(325148922, 34772809, 0)",1.7
"(325148922, 473607143, 0)",1.71
"(325148922, 390381227, 0)",1.69
"(1011769595, 469735197, 0)",1.71
"(1011769595, 2437955348, 0)",1.68
"(1011769595, 462027526, 0)",1.71
"(612917501, 364853327, 0)",1.67
"(612917501, 534110215, 0)",1.66
"(612917501, 612917502, 0)",1.67
"(612917502, 364853326, 0)",1.67
"(612917502, 364888725, 0)",1.59
"(612917502, 612917501, 0)",1.67
"(612917502, 612917506, 0)",1.66
"(207380735, 299714876, 0)",2.12
"(207380735, 488298595, 0)",1.71
"(207380735, 211640944, 0)",1.71
"(325148926, 34772909, 0)",1.61
"(325148926, 471573568, 0)",1.7
"(325148926, 452676152, 0)",1.61
"(325148926, 452676178, 0)",1.71
"(6097068287, 6097068288, 0)",1.8
"(6097068287, 6097068286, 0)",1.8
"(6097068287, 2859822382, 0)",1.79
"(612917506, 612917502, 0)",1.66
"(6097068289, 1516980165, 0)",1.8
"(6097068289, 2859822382, 0)",1.8
"(6097068289, 1324777102, 0)",1.8
"(325148932, 34772913, 0)",1.71
"(325148932, 34773837, 0)",1.72
"(325148932, 453757316, 0)",1.71
"(325148932, 452676152, 0)",1.71
"(6097068286, 6097068287, 0)",1.8
"(34726150, 2856821615, 0)",1.66
"(34726150, 945435325, 0)",1.66
"(34726150, 1956433480, 0)",1.66
"(325148934, 259760422, 0)",1.71
"(325148934, 452735388, 0)",1.71
"(325148934, 669762195, 0)",1.71
"(325148934, 325148920, 0)",1.71
"(939155718, 939365478, 0)",1.61
"(939155718, 939365564, 0)",1.61
"(939155718, 977656888, 0)",1.61
"(939155721, 31453481, 0)",1.62
"(313745674, 313897789, 0)",1.8
"(313745674, 278321031, 0)",1.81
"(313745674, 278321039, 0)",1.71
"(313745675, 418222202, 0)",1.7
"(313745675, 313745676, 0)",1.71
"(313745675, 267384979, 0)",1.71
"(313745676, 418222202, 0)",1.7
"(313745676, 265761426, 0)",1.71
"(313745676, 313745675, 0)",1.71
"(564125963, 1770588869, 0)",1.69
"(564125963, 563853670, 0)",1.7
"(564125963, 2084062206, 0)",1.69
"(455926035, 317891891, 0)",1.69
"(455926035, 1036468063, 0)",1.69
"(455926035, 278324270, 0)",1.6
"(359555356, 288597464, 0)",1.84
"(359555356, 359555358, 0)",1.75
"(359555356, 359555572, 0)",1.88
"(6051586333, 892210953, 0)",1.83
"(6051586333, 892210956, 0)",1.66
"(6051586333, 6051586339, 0)",1.66
"(6051586333, 6051586336, 0)",1.81
"(359555358, 359555356, 0)",1.75
"(359555358, 265420071, 0)",1.6
"(359555358, 359555568, 0)",1.75
"(6051586336, 6051586333, 0)",1.81
"(6051586339, 639817199, 0)",1.83
"(6051586339, 6051586333, 0)",1.66
"(6051586339, 300673998, 0)",1.66
"(207380772, 176146387, 0)",1.73
"(207380772, 207380779, 0)",1.73
"(207380772, 299525394, 0)",1.73
"(207380772, 266071359, 0)",1.73
"(207380779, 34125136, 0)",1.7
"(207380779, 207380772, 0)",1.73
"(207380779, 299525427, 0)",1.7
"(207380779, 266071361, 0)",1.72
"(34726194, 483041720, 0)",1.65
"(34726194, 483041750, 0)",1.66
"(34726194, 34726288, 0)",1.65
"(34398518, 568365143, 0)",1.69
"(34398518, 1782732331, 0)",1.69
"(34398518, 659749983, 0)",1.69
"(3001213238, 3076428119, 0)",1.71
"(3001213238, 678472960, 0)",1.71
"(3001213238, 1366840376, 0)",1.71
"(939155766, 1297058084, 0)",1.61
"(6667362628, 5851743587, 0)",1.78
"(6667362628, 5851747572, 0)",1.78
"(6667362628, 471394496, 0)",1.78
"(34726237, 483041720, 0)",1.66
"(34726237, 483041825, 0)",1.66
"(34726237, 34726640, 0)",1.65
"(34398562, 299511932, 0)",2.23
"(34398562, 299513897, 0)",2.02
"(34398562, 299517184, 0)",2.25
"(34398575, 568364547, 0)",1.6
"(34398575, 1393569779, 0)",1.71
"(34398575, 982334559, 0)",1.74
"(34398579, 568364547, 0)",1.69
"(34398579, 568364548, 0)",1.69
"(34398579, 568365143, 0)",1.69
"(639951234, 639951236, 0)",1.81
"(639951234, 6050341940, 0)",1.81
"(639951234, 6050341944, 0)",1.81
"(639951236, 2479115708, 0)",1.81
"(639951236, 639951234, 0)",1.81
"(639951236, 639951244, 0)",1.81
"(639951236, 639951239, 0)",1.8
"(639951239, 639951236, 0)",1.8
"(639951241, 1324788983, 0)",1.81
"(639951241, 639951244, 0)",1.81
"(639951241, 6050341937, 0)",1.81
"(764567948, 353215053, 0)",1.68
"(764567948, 750474895, 0)",1.73
"(764567948, 764567968, 0)",1.62
"(764567948, 764567987, 0)",1.66
"(639951244, 379469954, 0)",1.82
"(639951244, 639951236, 0)",1.81
"(639951244, 639951241, 0)",1.81
"(639951244, 6050342139, 0)",1.81
"(34726288, 483041775, 0)",1.65
"(34726288, 34726194, 0)",1.65
"(34726288, 34726309, 0)",1.66
"(764567966, 764567987, 0)",1.69
"(764567968, 764567948, 0)",1.62
"(764567968, 34730034, 0)",1.62
"(764567968, 34729874, 0)",1.74
"(473784737, 2433697510, 0)",1.69
"(473784737, 2433697522, 0)",1.69
"(473784737, 471229146, 0)",1.69
"(764567972, 486835377, 0)",1.66
"(764567972, 486835379, 0)",1.69
"(764567972, 764568012, 0)",1.69
"(34726309, 483041750, 0)",1.65
"(34726309, 483041779, 0)",1.65
"(34726309, 34726288, 0)",1.66
"(3653329318, 480227087, 0)",1.67
"(3653329318, 470921612, 0)",1.67
"(3653329318, 482735797, 0)",1.67
"(3653329318, 462516686, 0)",1.67
"(764567987, 486835371, 0)",1.71
"(764567987, 764567948, 0)",1.66
"(764567987, 764567966, 0)",1.69
"(586375604, 2104003519, 0)",1.69
"(586375604, 765303989, 0)",1.69
"(586375604, 299519175, 0)",1.69
"(764568012, 764567972, 0)",1.69
"(34398700, 1837796530, 0)",1.67
"(34398700, 2564200113, 0)",1.67
"(34398700, 659749983, 0)",1.67
"(359555568, 1484737975, 0)",1.78
"(359555568, 359555358, 0)",1.75
"(359555568, 359555570, 0)",1.84
"(359555568, 359555572, 0)",1.84
"(359555570, 359555568, 0)",1.84
"(359555572, 354540887, 0)",1.78
"(359555572, 359555356, 0)",1.88
"(359555572, 359555568, 0)",1.84
"(726458906, 974575942, 0)",1.72
"(34398748, 1433279970, 0)",1.68
"(34398748, 560242542, 0)",1.69
"(34398748, 560242546, 0)",1.69
"(34398748, 265775872, 0)",1.69
"(34398752, 2104003519, 0)",1.69
"(34398752, 299519166, 0)",1.69
"(34398752, 586373369, 0)",1.7
"(34398752, 34400038, 0)",1.7
"(34726435, 483041775, 0)",1.65
"(34726435, 483041779, 0)",1.65
"(34726435, 483041882, 0)",1.64
"(444686884, 264910846, 0)",1.68
"(444686884, 264910848, 0)",1.67
"(444686884, 444686885, 0)",1.69
"(444686885, 1556417231, 0)",1.68
"(444686885, 264910897, 0)",1.69
"(444686885, 444686884, 0)",1.69
"(34398758, 1011876140, 0)",1.67
"(34398758, 3597213248, 0)",1.67
"(34398758, 34399420, 0)",1.68
"(444686887, 313629547, 0)",1.68
"(444686887, 264910848, 0)",1.59
"(444686887, 265419664, 0)",1.6
"(34398757, 560400543, 0)",1.67
"(34398757, 332082011, 0)",1.68
"(34398757, 583267399, 0)",1.67
"(3676774866, 309529485, 0)",1.6
"(3676774866, 3676774854, 0)",1.6
"(3676774866, 3676774861, 0)",1.6
"(3195396660, 601732890, 0)",1.79
"(3195396660, 3195397361, 0)",1.8
"(3195396660, 3195397364, 0)",1.79
"(3195396660, 725873402, 0)",1.79
"(3401474613, 3637093421, 0)",1.71
"(3401474613, 5517426989, 0)",1.71
"(3401474613, 2011327777, 0)",1.73
"(3401474617, 34157071, 0)",1.71
"(3401474617, 563853670, 0)",1.71
"(3401474617, 5517426989, 0)",1.71
"(3401474617, 3401474619, 0)",1.71
"(703193659, 739613150, 0)",1.8
"(703193659, 580670415, 0)",1.94
"(703193659, 703193680, 0)",1.79
"(3401474619, 34157108, 0)",1.71
"(3401474619, 5517426989, 0)",1.71
"(3401474619, 3401474617, 0)",1.71
"(3401474619, 3401474623, 0)",1.71
"(3401474623, 2496486783, 0)",1.68
"(3401474623, 3401474619, 0)",1.71
"(3401474623, 2011327783, 0)",1.69
"(3401474626, 1985387216, 0)",1.69
"(3401474626, 2039195690, 0)",1.7
"(3401474626, 2011327783, 0)",1.7
"(3401474632, 3639590383, 0)",1.69
"(6054371915, 6054371918, 0)",1.73
"(3401474637, 468453585, 0)",1.69
"(3401474637, 5543074066, 0)",1.69
"(3401474637, 34157111, 0)",1.69
"(6054371917, 34774836, 0)",1.73
"(6054371917, 6054371919, 0)",1.73
"(6054371917, 6054371918, 0)",1.73
"(6054371919, 729615563, 0)",1.62
"(6054371919, 6054371917, 0)",1.73
"(6054371919, 6054371918, 0)",1.73
"(703193680, 703193659, 0)",1.79
"(6054371920, 451697185, 0)",1.73
"(3401474642, 5543074070, 0)",1.68
"(3401474642, 6051671992, 0)",1.68
"(3401474642, 3639590388, 0)",1.68
"(6054371918, 6054371915, 0)",1.73
"(6054371918, 6054371917, 0)",1.73
"(6054371918, 6054371919, 0)",1.73
"(6054371924, 6054371928, 0)",1.73
"(1958896212, 1785824944, 0)",1.63
"(471786072, 471786097, 0)",1.74
"(6054371928, 6049124142, 0)",1.73
"(6054371928, 451697185, 0)",1.71
"(6054371928, 6054371924, 0)",1.73
"(505078370, 505078372, 0)",1.6
"(6050341476, 6050341477, 0)",1.79
"(6050341477, 283694129, 0)",1.8
"(6050341477, 283694134, 0)",1.79
"(6050341477, 6050341476, 0)",1.79
"(6050341477, 6050341478, 0)",1.79
"(6050341478, 379492943, 0)",1.8
"(6050341478, 36852581, 0)",1.79
"(6050341478, 6050341477, 0)",1.79
"(505078372, 505078370, 0)",1.6
"(505078372, 743072451, 0)",1.58
"(505078372, 731211755, 0)",1.59
"(505078376, 34123027, 0)",1.6
"(471786096, 417210818, 0)",1.73
"(471786096, 417210822, 0)",1.73
"(471786096, 944979644, 0)",1.73
"(471786096, 944979651, 0)",1.71
"(211640944, 493163804, 0)",1.72
"(211640944, 429737645, 0)",2.02
"(211640944, 207380735, 0)",1.71
"(211640944, 211641482, 0)",1.92
"(471786097, 265586972, 0)",1.64
"(471786097, 471786072, 0)",1.74
"(471786097, 554105217, 0)",1.76
"(3653329538, 3653329540, 0)",1.67
"(3653329540, 480227099, 0)",1.67
"(3653329540, 3653329538, 0)",1.67
"(3653329540, 462516686, 0)",1.67
"(3653329541, 480227087, 0)",1.67
"(3653329541, 480227099, 0)",1.67
"(3653329541, 3653329549, 0)",1.68
"(3385746053, 1807783297, 0)",1.69
"(3385746053, 5745744115, 0)",1.69
"(3385746053, 3385746054, 0)",1.68
"(3385746054, 741296238, 0)",1.68
"(3385746054, 2189647590, 0)",1.62
"(3385746054, 3385746053, 0)",1.68
"(3385746057, 2573772583, 0)",1.69
"(3385746057, 741296240, 0)",1.6
"(3385746057, 365358483, 0)",1.71
"(3385746057, 3385746058, 0)",1.71
"(34398858, 34398284, 0)",1.67
"(34398858, 479456608, 0)",1.68
"(34398858, 265675859, 0)",1.67
"(3385746058, 898911721, 0)",1.69
"(3385746058, 3385746057, 0)",1.71
"(3385746058, 3385747406, 0)",1.62
"(3653329546, 480227087, 0)",1.68
"(3653329546, 470921618, 0)",1.69
"(3653329546, 3653329573, 0)",1.69
"(3653329546, 3653329561, 0)",1.69
"(3653329549, 3653329541, 0)",1.68
"(76833423, 393807236, 0)",1.64
"(76833423, 393774934, 0)",1.65
"(76833423, 393766491, 0)",1.65
"(76833423, 393766493, 0)",1.66
"(743072408, 743072452, 0)",1.6
"(743072408, 731211759, 0)",1.6
"(743072408, 743072459, 0)",1.6
"(3653329561, 3653329546, 0)",1.69
"(743072411, 478501339, 0)",1.62
"(743072411, 743072413, 0)",1.61
"(743072411, 743072451, 0)",1.61
"(743072413, 34123289, 0)",1.61
"(743072413, 34163970, 0)",1.6
"(743072413, 2496453743, 0)",1.6
"(743072413, 743072411, 0)",1.61
"(3653329573, 932580149, 0)",1.73
"(3653329573, 3653329546, 0)",1.69
"(3653329573, 3653329580, 0)",1.73
"(713319080, 713319081, 0)",1.7
"(713319081, 34773145, 0)",1.7
"(713319081, 469879251, 0)",1.7
"(713319081, 713319080, 0)",1.7
"(3653329580, 480227061, 0)",1.73
"(3653329580, 3653329573, 0)",1.73
"(3653329580, 364642134, 0)",1.73
"(1783063233, 1985387216, 0)",1.69
"(1783063233, 741253051, 0)",1.69
"(1783063233, 462125783, 0)",1.69
"(743072451, 34163971, 0)",1.6
"(743072451, 505078372, 0)",1.58
"(743072451, 743072411, 0)",1.61
"(4599997124, 4599997125, 0)",1.83
"(4599997125, 336470028, 0)",1.82
"(4599997125, 283920397, 0)",1.85
"(4599997125, 4599997124, 0)",1.83
"(743072452, 2496453743, 0)",1.6
"(743072452, 743072408, 0)",1.6
"(743072452, 743072459, 0)",1.6
"(4599997128, 317353283, 0)",1.68
"(4599997128, 4599997131, 0)",1.68
"(4599997128, 845674644, 0)",1.65
"(4599997129, 265746786, 0)",1.8
"(4599997129, 317353283, 0)",1.76
"(4599997129, 4599997130, 0)",1.78
"(4599997130, 4599997129, 0)",1.78
"(4599997131, 4599997128, 0)",1.68
"(743072459, 743072408, 0)",1.6
"(743072459, 743072452, 0)",1.6
"(743072459, 731117425, 0)",1.6
"(471229146, 473784737, 0)",1.69
"(471229146, 34176921, 0)",1.69
"(471229146, 34176921, 1)",1.69
"(669213403, 471806297, 0)",1.69
"(34726632, 483041566, 0)",1.64
"(34726632, 483041626, 0)",1.64
"(34726632, 496971557, 0)",1.64
"(6051586792, 290594288, 0)",1.88
"(6051586792, 722682420, 0)",1.88
"(6051586792, 265767304, 0)",1.88
"(34726636, 483041687, 0)",1.64
"(34726636, 483041733, 0)",1.64
"(34726636, 1937243611, 0)",1.64
"(34726638, 483041765, 0)",1.65
"(34726638, 483041865, 0)",1.65
"(34726638, 34726639, 0)",1.65
"(34726639, 2334367450, 0)",1.65
"(34726639, 34726638, 0)",1.65
"(34726639, 34726640, 0)",1.65
"(34726640, 2334367450, 0)",1.65
"(34726640, 483041814, 0)",1.65
"(34726640, 34726237, 0)",1.65
"(34726640, 34726639, 0)",1.65
"(471524084, 2741640672, 0)",1.73
"(471524084, 5569585591, 0)",1.73
"(471524084, 466975074, 0)",1.72
"(365224696, 365223888, 0)",1.63
"(365224696, 365224699, 0)",1.59
"(365224696, 368213411, 0)",1.65
"(365224696, 1737257105, 0)",1.63
"(441737979, 441737981, 0)",1.64
"(365224699, 364806663, 0)",1.65
"(365224699, 364889413, 0)",1.64
"(365224699, 365224696, 0)",1.59
"(441737981, 357045142, 0)",1.65
"(441737981, 441737979, 0)",1.64
"(441737981, 334393487, 0)",1.64
"(6051586815, 721076630, 0)",1.79
"(6051586821, 290594295, 0)",1.78
"(940630794, 283373871, 0)",1.73
"(940630794, 940630803, 0)",1.73
"(940630794, 1324709496, 0)",1.74
"(940630796, 5523539231, 0)",1.73
"(940630796, 6030806108, 0)",1.74
"(940630796, 677864796, 0)",1.73
"(940630796, 940630803, 0)",1.73
"(940630803, 1823081842, 0)",1.73
"(940630803, 940630794, 0)",1.73
"(940630803, 940630796, 0)",1.73
"(6051586842, 6051586844, 0)",1.8
"(6051586844, 33982329, 0)",1.81
"(6051586844, 6051586842, 0)",1.8
"(6051586844, 369781953, 0)",1.87
"(6051586845, 34166940, 0)",1.76
"(6051586846, 6051586847, 0)",1.78
"(6051586847, 34166940, 0)",1.77
"(6051586847, 6051586846, 0)",1.78
"(6051586847, 6051586849, 0)",1.78
"(6051586848, 6051586849, 0)",1.76
"(6051586849, 265504693, 0)",1.78
"(6051586849, 6051586847, 0)",1.78
"(6051586849, 6051586848, 0)",1.76
"(660136746, 1513594612, 0)",1.73
"(3653329707, 577579151, 0)",1.71
"(660136748, 475694391, 0)",1.74
"(660136748, 660136749, 0)",1.73
"(660136748, 660136758, 0)",1.74
"(660136749, 475694388, 0)",1.74
"(660136749, 1513594609, 0)",1.73
"(660136749, 660136748, 0)",1.73
"(660136749, 660136757, 0)",1.74
"(660136754, 1513594612, 0)",1.73
"(660136754, 1513594619, 0)",1.73
"(660136754, 660136757, 0)",1.73
"(6054372148, 276647759, 0)",1.9
"(6054372148, 276648145, 0)",1.76
"(6054372148, 554105219, 0)",1.9
"(1900962612, 586373369, 0)",1.7
"(1900962612, 586373375, 0)",1.68
"(1900962612, 1900962614, 0)",1.83
"(1900962614, 1900962612, 0)",1.83
"(1900962614, 34400037, 0)",1.76
"(1900962614, 1900962617, 0)",1.83
"(1900962614, 34400038, 0)",1.83
"(660136758, 676692985, 0)",1.74
"(660136758, 660136748, 0)",1.74
"(660136758, 660136757, 0)",1.74
"(660136757, 676692973, 0)",1.73
"(660136757, 660136749, 0)",1.74
"(660136757, 660136754, 0)",1.73
"(660136757, 660136758, 0)",1.74
"(1900962617, 33980875, 0)",1.91
"(1900962617, 33980877, 0)",2.09
"(1900962617, 1900962614, 0)",1.83
"(1900962617, 1900962624, 0)",2.09
"(4018365239, 4018365238, 0)",1.79
"(4018365239, 4018365248, 0)",1.79
"(4018365239, 4018365253, 0)",1.8
"(4018365243, 1707051890, 0)",1.71
"(4018365243, 4018365238, 0)",1.64
"(4018365243, 4018365248, 0)",1.71
"(4018365238, 4018365239, 0)",1.79
"(4018365238, 4018365243, 0)",1.64
"(4018365238, 4018365245, 0)",1.8
"(4018365245, 4018365238, 0)",1.8
"(34726718, 34639281, 0)",1.58
"(34726718, 1986274896, 0)",1.64
"(34726718, 6553362621, 0)",1.62
"(34726718, 34726719, 0)",1.64
"(34726719, 359991713, 0)",1.64
"(34726719, 505161173, 0)",1.64
"(34726719, 34726718, 0)",1.64
"(34726720, 359991713, 0)",1.64
"(34726720, 505161173, 0)",1.64
"(34726720, 34659059, 0)",1.64
"(588145472, 621184393, 0)",1.72
"(588145472, 453757320, 0)",1.72
"(588145472, 453757426, 0)",1.71
"(588145472, 987491341, 0)",1.73
"(1900962624, 1164710107, 0)",1.76
"(1900962624, 1900962617, 0)",2.09
"(1900962624, 1900962662, 0)",2.01
"(588145470, 726059499, 0)",1.74
"(588145470, 726059512, 0)",1.74
"(588145470, 2874231614, 0)",1.76
"(4018365252, 1324777074, 0)",1.8
"(4018365252, 1324777050, 0)",1.79
"(4018365252, 4018365248, 0)",1.79
"(4018365248, 4018365239, 0)",1.79
"(4018365248, 4018365243, 0)",1.71
"(4018365248, 4018365252, 0)",1.79
"(4018365253, 283694290, 0)",1.8
"(4018365253, 4018365239, 0)",1.8
"(4018365253, 1324777085, 0)",1.8
"(6054372173, 6054372178, 0)",1.74
"(6054372178, 6054372173, 0)",1.74
"(6054372178, 6054372179, 0)",1.74
"(6054372178, 6054372180, 0)",1.74
"(6054372179, 6054372178, 0)",1.74
"(6054372180, 313896452, 0)",1.74
"(6054372180, 6054372178, 0)",1.74
"(6054372180, 1731623058, 0)",1.74
"(2582307669, 2582307678, 0)",1.67
"(2582307671, 2582307678, 0)",1.67
"(6054372183, 417210846, 0)",1.74
"(6054372183, 34712231, 0)",1.74
"(6054372183, 773602916, 0)",1.74
"(6054372183, 320175718, 0)",1.74
"(6054372184, 6054372185, 0)",1.74
"(6054372184, 320175718, 0)",1.74
"(6054372184, 1734076790, 0)",1.73
"(6054372185, 6054372184, 0)",1.74
"(6054372185, 1731623058, 0)",1.74
"(6054372185, 1734076793, 0)",1.74
"(2582307678, 2582307669, 0)",1.67
"(2582307678, 2582307671, 0)",1.67
"(2582307678, 2582307679, 0)",1.67
"(2582307679, 34726045, 0)",1.67
"(2582307679, 2582307678, 0)",1.67
"(2582307679, 2584901108, 0)",1.67
"(1900962662, 33980877, 0)",2.01
"(1900962662, 2104003533, 0)",2.01
"(1900962662, 1723718627, 0)",1.76
"(1900962662, 1900962624, 0)",2.01
"(76833670, 393766495, 0)",1.65
"(76833670, 393766491, 0)",1.65
"(76833670, 393766490, 0)",1.64
"(76833670, 393766496, 0)",1.65
"(401531787, 34180001, 0)",1.67
"(401531787, 2443526798, 0)",1.67
"(401531787, 577756295, 0)",1.67
"(6054372240, 392306463, 0)",1.74
"(267084691, 76468552, 0)",1.63
"(267084691, 267083125, 0)",1.62
"(267084691, 267084692, 0)",1.63
"(267084692, 267084691, 0)",1.63
"(267084692, 262596720, 0)",1.63
"(267084692, 4620811077, 0)",1.61
"(554099610, 1007190025, 0)",1.75
"(554099610, 1007189965, 0)",1.73
"(554099610, 1007189971, 0)",1.74
"(34071457, 2988433349, 0)",1.58
"(34071457, 2988433350, 0)",1.58
"(34071457, 6123647858, 0)",1.59
"(5654569920, 76468520, 0)",1.61
"(5654569920, 441022474, 0)",1.61
"(5654569920, 5654569922, 0)",1.61
"(5654569922, 5654569920, 0)",1.61
"(2881545155, 452705645, 0)",1.7
"(2881545155, 2895071904, 0)",1.7
"(2881545155, 267381253, 0)",1.7
"(2881545158, 600424978, 0)",1.7
"(2881545158, 2895071904, 0)",1.69
"(2881545158, 2881545159, 0)",1.69
"(2881545158, 2881545161, 0)",1.69
"(2881545159, 2895071903, 0)",1.69
"(2881545159, 2881545158, 0)",1.69
"(2881545159, 2881545161, 0)",1.69
"(535094214, 535094217, 0)",1.72
"(2881545161, 471222710, 0)",1.69
"(2881545161, 2881545158, 0)",1.69
"(2881545161, 2881545159, 0)",1.69
"(535094217, 455449836, 0)",1.72
"(535094217, 535094214, 0)",1.72
"(535094217, 535094339, 0)",1.73
"(762995663, 462129800, 0)",1.6
"(762995663, 762061342, 0)",1.6
"(762995663, 762995709, 0)",1.6
"(745497559, 1842163923, 0)",1.79
"(745497559, 3195397364, 0)",1.79
