uvkey,aqi
"(346151626, 34658625, 0)",1.867
"(34659018, 1986274958, 0)",1.841
"(34659018, 1986274959, 0)",1.841
"(34659018, 34659062, 0)",1.841
"(34659022, 441523277, 0)",1.828
"(34659022, 388377985, 0)",1.841
"(34659022, 441267782, 0)",1.828
"(34659022, 34659076, 0)",1.828
"(34659023, 344208867, 0)",1.893
"(34659023, 334393487, 0)",1.854
"(34659023, 353041700, 0)",1.867
"(34659050, 332202181, 0)",1.854
"(34659050, 643138729, 0)",1.854
"(34659050, 444694010, 0)",1.88
"(34659050, 265674410, 0)",1.854
"(544463596, 2701089850, 0)",1.854
"(34659053, 441267719, 0)",1.854
"(34659053, 34659054, 0)",1.854
"(34659053, 34659168, 0)",1.828
"(34659053, 34659165, 0)",1.854
"(34659054, 34659053, 0)",1.854
"(34659054, 34659169, 0)",1.854
"(34659054, 34659165, 0)",1.854
"(34659054, 637004800, 0)",1.854
"(34659056, 747803290, 0)",1.841
"(34659056, 492613046, 0)",1.841
"(34659056, 637004802, 0)",1.854
"(34659056, 346155348, 0)",1.854
"(34659056, 34660062, 0)",1.854
"(413293297, 635083551, 0)",1.841
"(413293297, 408734909, 0)",1.841
"(413293297, 413293298, 0)",1.841
"(413293297, 367032644, 0)",1.841
"(34659058, 492613033, 0)",1.841
"(34659058, 2885021844, 0)",1.841
"(34659058, 34659059, 0)",1.854
"(34659059, 505161173, 0)",1.841
"(34659059, 34659058, 0)",1.854
"(34659059, 34726720, 0)",1.854
"(544463600, 563846189, 0)",1.867
"(544463600, 446276751, 0)",1.867
"(544463600, 34658605, 0)",1.893
"(413293298, 413293297, 0)",1.841
"(413293298, 567142290, 0)",1.841
"(413293298, 413293304, 0)",1.841
"(34659062, 359991713, 0)",1.834
"(34659062, 1986274958, 0)",1.841
"(34659062, 34659018, 0)",1.841
"(544463604, 465202886, 0)",1.893
"(544463604, 34730181, 0)",1.88
"(544463604, 544463619, 0)",1.88
"(413293304, 279218483, 0)",1.867
"(413293304, 2529082017, 0)",1.854
"(413293304, 413293298, 0)",1.841
"(544463610, 703895977, 0)",1.918
"(2884131584, 2856821634, 0)",1.828
"(2884131584, 2692435741, 0)",1.828
"(2884131584, 2884131599, 0)",1.828
"(2884131584, 2884131600, 0)",1.828
"(34659075, 1986274958, 0)",1.841
"(34659075, 496971557, 0)",1.841
"(34659075, 34659076, 0)",1.841
"(34659076, 442046747, 0)",1.828
"(34659076, 34659022, 0)",1.828
"(34659076, 34659075, 0)",1.841
"(544463619, 544463604, 0)",1.88
"(34659078, 442046747, 0)",1.828
"(34659078, 442048931, 0)",1.828
"(34659078, 496971561, 0)",1.828
"(34659080, 496971561, 0)",1.828
"(34659080, 34726037, 0)",1.828
"(34659080, 334393490, 0)",1.828
"(561142538, 561142541, 0)",1.88
"(561142538, 417297935, 0)",1.902
"(561142538, 561142556, 0)",1.893
"(34167565, 34167566, 0)",1.854
"(34167565, 287425042, 0)",1.88
"(34167565, 952399551, 0)",1.854
"(561142542, 417297935, 0)",1.893
"(561142541, 561142538, 0)",1.88
"(2884131599, 2884131584, 0)",1.828
"(2884131599, 2884131600, 0)",1.828
"(2884131599, 2885020824, 0)",1.828
"(2884131600, 2829491816, 0)",1.828
"(2884131600, 2884131584, 0)",1.828
"(2884131600, 2884131599, 0)",1.828
"(2884131600, 2884134303, 0)",1.828
"(34167569, 505350677, 0)",1.828
"(34167569, 577579166, 0)",1.841
"(34167569, 34167568, 0)",1.828
"(34167569, 750477289, 0)",1.828
"(34167568, 505350677, 0)",1.828
"(34167568, 2466164654, 0)",1.828
"(34167568, 34167569, 0)",1.828
"(3001211666, 1305543123, 0)",2.074
"(3001211666, 287425128, 0)",1.944
"(3001211666, 3001211680, 0)",1.893
"(34167571, 577579166, 0)",1.828
"(34167571, 577579176, 0)",1.828
"(34167571, 749173058, 0)",1.828
"(34167572, 749173058, 0)",1.828
"(3001211671, 35652013, 0)",1.944
"(3001211671, 3105253850, 0)",1.957
"(3001211671, 3001211686, 0)",1.931
"(3001211671, 3001211673, 0)",1.88
"(667278102, 691515939, 0)",1.931
"(3001211673, 3001211671, 0)",1.88
"(561142556, 561302634, 0)",1.893
"(561142556, 561142538, 0)",1.893
"(561142556, 561142557, 0)",1.841
"(561142557, 561142556, 0)",1.841
"(534633247, 283380473, 0)",1.983
"(534633247, 283449688, 0)",1.918
"(534633247, 535084022, 0)",1.996
"(3001211680, 3001211666, 0)",1.893
"(3001211680, 745725770, 0)",1.893
"(3001211680, 3001211725, 0)",1.893
"(534633250, 535087637, 0)",2.009
"(534633250, 534633251, 0)",1.957
"(534633250, 1325002008, 0)",1.97
"(534633251, 534633250, 0)",1.957
"(34167589, 34167566, 0)",1.854
"(34167589, 3467154774, 0)",1.828
"(34167589, 1724610334, 0)",1.828
"(3001211686, 35652019, 0)",1.893
"(3001211686, 3001211671, 0)",1.931
"(3001211686, 3001211690, 0)",1.905
"(3001211690, 3001211686, 0)",1.905
"(534633258, 534633265, 0)",2.022
"(534633265, 259757278, 0)",2.1
"(534633265, 534633258, 0)",2.022
"(534633265, 1325001974, 0)",2.009
"(3001211698, 3001213035, 0)",2.035
"(561142593, 465425564, 0)",1.841
"(561142593, 465425571, 0)",1.867
"(561142593, 561142596, 0)",1.855
"(561142596, 313895149, 0)",1.88
"(561142596, 369610452, 0)",1.905
"(561142596, 561142593, 0)",1.855
"(2496453448, 1337821866, 0)",1.815
"(2496453448, 1935185113, 0)",1.815
"(767417163, 767398942, 0)",1.931
"(767417163, 767417169, 0)",1.944
"(767417163, 767417372, 0)",1.905
"(767417163, 767417165, 0)",1.905
"(278321996, 34772805, 0)",1.944
"(278321996, 333400335, 0)",1.944
"(278321996, 369610452, 0)",1.905
"(278321996, 465425564, 0)",1.88
"(3001211725, 3001211680, 0)",1.893
"(278321998, 33982191, 0)",1.931
"(278321998, 313895152, 0)",1.905
"(278321998, 465425571, 0)",1.883
"(278321998, 369613304, 0)",1.905
"(278321999, 34773838, 0)",1.97
"(278321999, 369613304, 0)",1.873
"(278321999, 451698668, 0)",1.957
"(278321999, 383934392, 0)",1.957
"(278322000, 33982192, 0)",1.957
"(278322000, 451697193, 0)",1.931
"(278322000, 383937902, 0)",1.905
"(278322000, 383934408, 0)",1.905
"(767417165, 752135717, 0)",1.931
"(767417165, 1707093993, 0)",1.905
"(767417165, 767417163, 0)",1.905
"(278322002, 290344134, 0)",1.918
"(278322002, 383937902, 0)",1.931
"(278322002, 176284788, 0)",1.918
"(2496453459, 1935185113, 0)",1.815
"(2496453459, 34163147, 0)",1.815
"(2496453459, 2496453478, 0)",1.815
"(660101970, 1324918333, 0)",1.931
"(660101970, 642141504, 0)",1.931
"(660101970, 660101971, 0)",1.905
"(660101971, 660101970, 0)",1.905
"(767417166, 752135696, 0)",1.944
"(767417166, 1324736445, 0)",1.944
"(767417166, 1324777100, 0)",1.88
"(767417169, 767417167, 0)",1.944
"(767417169, 283694011, 0)",1.841
"(767417169, 767417163, 0)",1.944
"(767417169, 1324736446, 0)",1.944
"(767417172, 767730896, 0)",1.893
"(767417172, 612807825, 0)",1.893
"(767417172, 370687788, 0)",1.918
"(34659161, 1786818161, 0)",1.88
"(34659161, 1786818183, 0)",1.867
"(34659161, 355004142, 0)",1.88
"(34659161, 262961070, 0)",1.957
"(667278171, 1324960269, 0)",1.905
"(667278171, 2874231626, 0)",1.867
"(667278171, 2874231633, 0)",1.867
"(667278171, 2413915083, 0)",1.867
"(34659165, 1786818161, 0)",1.867
"(34659165, 34659053, 0)",1.854
"(34659165, 34659054, 0)",1.854
"(667278175, 701970606, 0)",1.931
"(667278175, 6055151957, 0)",1.905
"(667278175, 6055151959, 0)",1.944
"(34659168, 441523204, 0)",1.841
"(34659168, 441267740, 0)",1.828
"(34659168, 34659053, 0)",1.828
"(34659168, 637004800, 0)",1.841
"(34659168, 340159807, 0)",1.841
"(34659169, 34659054, 0)",1.854
"(34659169, 637004802, 0)",1.854
"(34659169, 637004800, 0)",1.854
"(2496453478, 34163080, 0)",1.815
"(2496453478, 34163084, 0)",1.815
"(2496453478, 2496453459, 0)",1.815
"(36428647, 879371089, 0)",1.893
"(36428647, 36428648, 0)",1.931
"(36428647, 760741197, 0)",1.905
"(36428648, 1584696963, 0)",1.841
"(36428648, 36428192, 0)",1.944
"(36428648, 36428647, 0)",1.931
"(3780795242, 5543074302, 0)",1.815
"(3780795242, 5543074306, 0)",1.802
"(3780795242, 5543074310, 0)",1.815
"(3780795242, 5543074313, 0)",1.815
"(669866863, 669866865, 0)",1.88
"(669866865, 5657376153, 0)",1.88
"(669866865, 669866863, 0)",1.88
"(669866865, 660137195, 0)",1.957
"(5594012531, 929074398, 0)",1.918
"(5594012531, 929074398, 1)",1.905
"(5594012531, 408409688, 0)",1.918
"(669866867, 660137195, 0)",1.893
"(2496453502, 34157480, 0)",1.815
"(2496453502, 34157502, 0)",1.815
"(2496453502, 2496453509, 0)",1.815
"(36428671, 851561356, 0)",1.841
"(36428671, 36428196, 0)",1.867
"(36428671, 36428794, 0)",1.931
"(36428671, 36428672, 0)",1.882
"(36428672, 36428033, 0)",1.88
"(36428672, 36428671, 0)",1.882
"(36428672, 1384970200, 0)",1.905
"(36428672, 1384970142, 0)",1.893
"(2496453509, 34163084, 0)",1.815
"(2496453509, 34163085, 0)",1.815
"(2496453509, 2496453502, 0)",1.815
"(669735816, 669735817, 0)",1.905
"(669735817, 729680617, 0)",1.905
"(669735817, 729680620, 0)",1.841
"(669735817, 420498281, 0)",1.841
"(669735817, 669735816, 0)",1.905
"(669735819, 669735821, 0)",1.905
"(612785037, 369348228, 0)",1.856
"(669735821, 729680613, 0)",1.905
"(669735821, 729680617, 0)",1.905
"(669735821, 34774835, 0)",1.893
"(669735821, 669735819, 0)",1.905
"(34167700, 287425012, 0)",1.828
"(34167700, 287429558, 0)",1.88
"(34167700, 34176056, 0)",1.828
"(278911893, 33982212, 0)",1.88
"(278911893, 278911894, 0)",1.97
"(278911893, 278911895, 0)",1.88
"(278911893, 666989371, 0)",1.983
"(278911894, 750596580, 0)",1.931
"(278911894, 265504693, 0)",1.918
"(278911894, 278911893, 0)",1.97
"(278911895, 278911660, 0)",1.921
"(278911895, 278911893, 0)",1.88
"(278911895, 1568136189, 0)",1.88
"(34167705, 2433697479, 0)",1.828
"(34167705, 2433697486, 0)",1.828
"(34167705, 1724610306, 0)",1.828
"(34167709, 287425022, 0)",1.88
"(34167709, 742843790, 0)",1.867
"(34167709, 749173105, 0)",1.828
"(34167727, 266023907, 0)",2.022
"(34167727, 176207079, 0)",1.893
"(34167727, 287429558, 0)",2.087
"(34167732, 482742830, 0)",1.815
"(34167732, 2433697538, 0)",1.828
"(34167732, 34167734, 0)",1.828
"(34167732, 1941204000, 0)",1.828
"(34167734, 482742841, 0)",1.815
"(34167734, 2433697547, 0)",1.828
"(34167734, 34167732, 0)",1.828
"(34167734, 34176011, 0)",1.828
"(726424506, 259757281, 0)",1.893
"(726424506, 5657376138, 0)",1.893
"(726424506, 726424522, 0)",1.893
"(726424506, 726424555, 0)",1.88
"(875617224, 34638470, 0)",1.944
"(875617224, 625896128, 0)",1.956
"(726424522, 259758929, 0)",1.905
"(726424522, 5657376140, 0)",1.893
"(726424522, 726424506, 0)",1.893
"(333437904, 33981621, 0)",1.854
"(333437904, 455906973, 0)",1.854
"(333437904, 441267767, 0)",1.854
"(333437904, 333437905, 0)",1.854
"(333437905, 33981622, 0)",1.88
"(333437905, 369348228, 0)",1.858
"(333437905, 333437904, 0)",1.854
"(333437905, 345565629, 0)",1.841
"(1723718622, 2104003533, 0)",1.867
"(1723718622, 4741674152, 0)",1.841
"(1723718622, 299519173, 0)",1.944
"(2496453601, 34157508, 0)",1.815
"(2496453601, 34157511, 0)",1.815
"(2496453601, 2496486784, 0)",1.815
"(1723718627, 3632923896, 0)",1.841
"(1723718627, 5189121478, 0)",1.828
"(1723718627, 1900962662, 0)",1.841
"(726424555, 726424506, 0)",1.88
"(325147629, 34774354, 0)",2.19
"(325147629, 259760331, 0)",2.1
"(325147629, 34712139, 0)",2.035
"(1568136182, 265504695, 0)",1.854
"(36428790, 36428033, 0)",1.854
"(36428790, 36428190, 0)",1.893
"(36428790, 36428791, 0)",1.918
"(36428790, 36428794, 0)",1.88
"(36428791, 36428790, 0)",1.918
"(36428794, 877074034, 0)",1.828
"(36428794, 36428671, 0)",1.931
"(36428794, 36428790, 0)",1.88
"(36428796, 36428196, 0)",1.841
"(36428796, 36428198, 0)",1.918
"(36428796, 878504823, 0)",1.854
"(1568136189, 278911895, 0)",1.88
"(1568136189, 285631931, 0)",1.828
"(1568136189, 666991885, 0)",1.918
"(534174725, 534174733, 0)",1.97
"(278912011, 278912641, 0)",1.931
"(278912011, 278917473, 0)",1.905
"(278912011, 34074571, 0)",1.918
"(534174733, 34167039, 0)",1.944
"(534174733, 534174725, 0)",1.97
"(534174733, 534174739, 0)",1.97
"(1045650447, 2419667789, 0)",1.996
"(1045650447, 262960612, 0)",1.996
"(1045650447, 591523015, 0)",1.931
"(1045650447, 591523009, 0)",1.931
"(534174739, 534174733, 0)",1.97
"(534174739, 534174740, 0)",1.944
"(534174739, 278912269, 0)",1.957
"(534174740, 534174739, 0)",1.944
"(767417368, 1513594901, 0)",1.931
"(767417368, 612807823, 0)",1.944
"(767417368, 370687788, 0)",1.918
"(767417370, 1978700112, 0)",1.944
"(767417370, 1978700117, 0)",1.867
"(767417370, 1513594901, 0)",1.931
"(767417370, 1324736453, 0)",1.918
"(767417372, 767398936, 0)",1.918
"(767417372, 1707093990, 0)",1.88
"(767417372, 1707093993, 0)",1.944
"(767417372, 767417163, 0)",1.905
"(2496453663, 462129792, 0)",1.815
"(2496453663, 34158967, 0)",1.815
"(2496453663, 2496453667, 0)",1.815
"(613080098, 357045142, 0)",1.828
"(2496453667, 462129792, 0)",1.815
"(2496453667, 34158933, 0)",1.815
"(2496453667, 2496453663, 0)",1.815
"(1688853552, 491864056, 0)",1.815
"(1688853552, 731117406, 0)",1.815
"(1688853552, 1688853577, 0)",1.815
"(2701089847, 2701089848, 0)",1.854
"(2701089848, 2692435718, 0)",1.854
"(2701089848, 2701089847, 0)",1.854
"(2701089848, 2701089851, 0)",1.854
"(2701089848, 2701089850, 0)",1.854
"(977656888, 370266011, 0)",1.815
"(977656888, 370266012, 0)",1.815
"(977656888, 939155718, 0)",1.815
"(2701089850, 662865576, 0)",1.854
"(2701089850, 2692435739, 0)",1.854
"(2701089850, 544463596, 0)",1.854
"(2701089850, 2701089848, 0)",1.854
"(2701089851, 662865576, 0)",1.854
"(2701089851, 2701089848, 0)",1.854
"(2701089851, 929263739, 0)",1.854
"(2701089853, 2856821619, 0)",1.828
"(2701089853, 2856821625, 0)",1.828
"(2701089853, 2692435741, 0)",1.828
"(366828605, 467698001, 0)",1.931
"(366828605, 664447666, 0)",1.918
"(366828605, 482782751, 0)",1.918
"(366828605, 664449287, 0)",1.931
"(1688853569, 491864056, 0)",1.815
"(2701089858, 479800833, 0)",1.854
"(2701089858, 479423702, 0)",1.854
"(2701089858, 562821109, 0)",1.854
"(366828612, 664447666, 0)",1.918
"(366828612, 364533187, 0)",1.931
"(366828612, 366830818, 0)",1.905
"(1688853572, 1875975708, 0)",1.802
"(1688853572, 491864056, 0)",1.815
"(1688853572, 468440578, 0)",1.815
"(1688853572, 1688853577, 0)",1.811
"(1688853577, 1688853552, 0)",1.815
"(1688853577, 1688853572, 0)",1.811
"(1688853577, 1688853580, 0)",1.802
"(1688853580, 1875975703, 0)",1.815
"(1688853580, 34159322, 0)",1.815
"(1688853580, 1688853577, 0)",1.802
"(668982349, 1969443154, 0)",1.918
"(36428880, 892210953, 0)",1.931
"(36428880, 896154839, 0)",1.893
"(36428880, 639817199, 0)",1.88
"(36428880, 36428925, 0)",1.909
"(36428881, 896154799, 0)",1.867
"(36428881, 896154810, 0)",1.918
"(36428881, 896154850, 0)",1.905
"(36428881, 892141168, 0)",1.88
"(366828629, 34177785, 0)",1.867
"(366828629, 2437955648, 0)",1.867
"(366828629, 366830818, 0)",1.88
"(763157593, 510825301, 0)",1.815
"(763157593, 510825301, 1)",1.815
"(763157593, 2496453857, 0)",1.815
"(2496453721, 1972769915, 0)",1.815
"(2496453721, 1972769915, 1)",1.815
"(2496453721, 435803830, 0)",1.815
"(1688853597, 2739254405, 0)",1.815
"(1688853597, 1688853611, 0)",1.841
"(1688853597, 491777820, 0)",1.815
"(34724958, 411392066, 0)",1.841
"(34724958, 340159748, 0)",1.841
"(34724958, 365979591, 0)",1.841
"(2496453727, 730792700, 0)",1.815
"(2496453727, 478498152, 0)",1.815
"(2496453727, 2815390944, 0)",1.854
"(1688853600, 1688853611, 0)",1.83
"(2496453731, 34163970, 0)",1.815
"(338877546, 868556400, 0)",1.893
"(338877546, 868556410, 0)",1.905
"(338877546, 333400454, 0)",1.887
"(338877546, 319540658, 0)",1.893
"(1688853611, 1376735536, 0)",1.815
"(1688853611, 1688853597, 0)",1.841
"(1688853611, 1688853600, 0)",1.83
"(36428908, 6097049368, 0)",1.893
"(36428908, 6097049369, 0)",1.847
"(36428908, 6097049376, 0)",1.854
"(2496453743, 34163971, 0)",1.828
"(2496453743, 743072413, 0)",1.815
"(2496453743, 743072452, 0)",1.815
"(2496453743, 731117425, 0)",1.815
"(36428924, 33982339, 0)",1.893
"(36428924, 582466647, 0)",1.867
"(36428924, 2058774017, 0)",1.905
"(36428925, 892210959, 0)",1.905
"(36428925, 2886674191, 0)",1.905
"(36428925, 36428880, 0)",1.909
"(36428925, 36428954, 0)",1.905
"(875617408, 324318567, 0)",1.97
"(875617408, 872042860, 0)",1.97
"(875617408, 875617409, 0)",1.97
"(875617409, 34639013, 0)",1.97
"(875617409, 4419886737, 0)",1.944
"(875617409, 762072814, 0)",1.944
"(875617409, 875617408, 0)",1.97
"(1688853636, 364545444, 0)",1.901
"(1688853636, 290598448, 0)",1.841
"(1688853636, 1376735536, 0)",1.802
"(577756295, 932560435, 0)",1.841
"(577756295, 401531787, 0)",1.88
"(577756295, 577756316, 0)",1.854
"(558161045, 558161046, 0)",1.88
"(558161045, 558161051, 0)",1.841
"(558161045, 558161051, 1)",1.848
"(558161045, 558161047, 0)",1.88
"(558161046, 353019342, 0)",1.828
"(558161046, 558161045, 0)",1.88
"(558161046, 558161052, 0)",1.841
"(558161047, 33981647, 0)",1.841
"(558161047, 1030504116, 0)",1.854
"(558161047, 558161045, 0)",1.88
"(36428954, 2886674189, 0)",1.893
"(36428954, 896154800, 0)",1.867
"(36428954, 36428925, 0)",1.905
"(36428954, 369783006, 0)",1.918
"(558161051, 558161045, 0)",1.841
"(558161051, 558161045, 1)",1.848
"(558161051, 558161052, 0)",1.88
"(558161051, 34728756, 0)",1.893
"(558161052, 353019344, 0)",1.841
"(558161052, 558161046, 0)",1.841
"(558161052, 558161051, 0)",1.88
"(577756316, 34180003, 0)",1.88
"(577756316, 472593333, 0)",1.867
"(577756316, 1834733651, 0)",1.828
"(577756316, 577756295, 0)",1.854
"(36428961, 896154773, 0)",1.867
"(36428961, 896154850, 0)",1.918
"(36428961, 3514100509, 0)",1.88
"(36428965, 3005727061, 0)",1.931
"(36428965, 295791649, 0)",1.931
"(36428965, 2424135470, 0)",1.931
"(36428965, 34074575, 0)",1.996
"(660397222, 3454315908, 0)",1.931
"(660397222, 766752926, 0)",1.905
"(660397222, 660397223, 0)",1.88
"(660397223, 766752927, 0)",1.931
"(660397223, 660397222, 0)",1.88
"(660397223, 660397224, 0)",1.88
"(660397223, 660397228, 0)",1.944
"(660397224, 560403595, 0)",1.931
"(660397224, 660397223, 0)",1.88
"(660397224, 660397925, 0)",1.931
"(660397224, 660397926, 0)",1.841
"(660397228, 660397223, 0)",1.944
"(660397228, 660397229, 0)",1.97
"(660397229, 560403597, 0)",1.905
"(660397229, 766752919, 0)",1.957
"(660397229, 660397228, 0)",1.97
"(660397229, 660397925, 0)",1.944
"(34725053, 279222316, 0)",1.867
"(34725053, 34725056, 0)",1.854
"(34725053, 351400669, 0)",1.854
"(34725056, 340200800, 0)",1.841
"(34725056, 34725053, 0)",1.854
"(34725056, 34725190, 0)",1.841
"(1772772548, 365288923, 0)",1.931
"(2496453848, 2742616309, 0)",1.815
"(2496453848, 34159268, 0)",1.815
"(2496453848, 2496453860, 0)",1.815
"(2496453857, 34159280, 0)",1.815
"(2496453857, 763157593, 0)",1.815
"(2496453857, 2496453860, 0)",1.815
"(36429028, 295791650, 0)",1.905
"(36429028, 34074598, 0)",1.893
"(36429028, 34074578, 0)",1.905
"(36429028, 36429029, 0)",1.905
"(36429029, 3005727067, 0)",1.893
"(36429029, 36429028, 0)",1.905
"(36429029, 36429169, 0)",1.918
"(2496453860, 34159280, 0)",1.815
"(2496453860, 2496453848, 0)",1.815
"(2496453860, 2496453857, 0)",1.815
"(2496453860, 2496453869, 0)",1.815
"(560258282, 982334560, 0)",1.867
"(560258282, 560258283, 0)",1.867
"(560258282, 560258294, 0)",1.841
"(560258283, 1432227637, 0)",1.905
"(560258283, 299511932, 0)",1.931
"(560258283, 982334560, 0)",1.867
"(560258283, 560258282, 0)",1.867
"(2496453869, 34159267, 0)",1.815
"(2496453869, 34159346, 0)",1.815
"(2496453869, 2496453860, 0)",1.815
"(36429039, 283694240, 0)",1.905
"(36429039, 34074598, 0)",1.918
"(36429039, 34074599, 0)",1.931
"(370269428, 316873050, 0)",1.854
"(370269428, 288987914, 0)",1.867
"(370269428, 344714103, 0)",1.867
"(1568136436, 34167019, 0)",1.931
"(560258294, 1432227637, 0)",1.828
"(560258294, 560242546, 0)",1.828
"(560258294, 560258282, 0)",1.841
"(482729217, 31456398, 0)",1.841
"(482729222, 34180003, 0)",1.828
"(482729222, 5546525906, 0)",1.828
"(482729222, 708409938, 0)",1.815
"(278912269, 321625991, 0)",1.957
"(278912269, 5810530242, 0)",1.905
"(278912269, 34167047, 0)",1.983
"(278912269, 534174739, 0)",1.957
"(278912272, 699735637, 0)",1.931
"(278912272, 34167039, 0)",1.957
"(278912272, 278912273, 0)",1.944
"(278912272, 34074572, 0)",1.931
"(278912273, 278910673, 0)",1.931
"(278912273, 278912272, 0)",1.944
"(278912273, 278918269, 0)",1.905
"(482729247, 34180007, 0)",1.815
"(482729247, 2455142157, 0)",1.802
"(482729247, 708409938, 0)",1.815
"(593386789, 469879252, 0)",1.88
"(580705589, 417302441, 0)",1.931
"(34725188, 354852546, 0)",1.854
"(34725188, 317380236, 0)",1.88
"(34725188, 444694010, 0)",1.88
"(34725190, 6051940426, 0)",1.841
"(34725190, 317380236, 0)",1.841
"(34725190, 34725056, 0)",1.841
"(34659657, 747803290, 0)",1.841
"(34659657, 492613028, 0)",1.841
"(34659657, 444694003, 0)",1.841
"(34659659, 359991697, 0)",1.841
"(34659659, 345565629, 0)",1.841
"(34659659, 444694003, 0)",1.841
"(354540887, 265758978, 0)",1.88
"(354540887, 346565205, 0)",1.88
"(354540887, 359555572, 0)",1.867
"(354540889, 1556417128, 0)",1.944
"(354540889, 1556417192, 0)",1.88
"(354540889, 265758977, 0)",1.931
"(354540889, 352909955, 0)",1.922
"(76832092, 271402640, 0)",1.97
"(76832092, 87738633, 0)",1.996
"(76832092, 354800730, 0)",2.022
"(593386847, 593386888, 0)",1.893
"(2496486755, 1975659759, 0)",1.815
"(2496486755, 836564883, 0)",1.815
"(2496486755, 2496486766, 0)",1.815
"(2496486766, 2496486755, 0)",1.815
"(36429169, 312823816, 0)",1.88
"(36429169, 36429029, 0)",1.918
"(36429169, 36429196, 0)",1.854
"(36429169, 1818357347, 0)",1.893
"(2496486771, 34157485, 0)",1.815
"(2496486771, 34157505, 0)",1.815
"(2496486771, 2496486775, 0)",1.815
"(267083125, 266963955, 0)",1.944
"(267083125, 267085352, 0)",1.88
"(267083125, 267084691, 0)",1.944
"(2496486775, 2496486771, 0)",1.815
"(2496486775, 2496486784, 0)",1.815
"(2496486775, 2496486778, 0)",1.815
"(412573049, 412573053, 0)",1.867
"(2496486778, 34157485, 0)",1.815
"(2496486778, 2496486775, 0)",1.815
"(2496486778, 2496486784, 0)",1.815
"(412573053, 312838796, 0)",1.867
"(412573053, 288643054, 0)",1.88
"(412573053, 412573049, 0)",1.867
"(2496486783, 1985387207, 0)",1.815
"(2496486783, 3401474623, 0)",1.815
"(2496486783, 2496486785, 0)",1.815
"(2496486784, 2496453601, 0)",1.815
"(2496486784, 2496486775, 0)",1.815
"(2496486784, 2496486778, 0)",1.815
"(2496486785, 1985387207, 0)",1.815
"(2496486785, 1985387216, 0)",1.815
"(2496486785, 2496486783, 0)",1.815
"(297295231, 2432481646, 0)",1.815
"(297295231, 287428348, 0)",1.815
"(297295231, 34164600, 0)",1.815
"(297295231, 529365595, 0)",1.815
"(412573060, 95653824, 0)",1.893
"(412573060, 297287478, 0)",1.905
"(412573060, 412248027, 0)",1.88
"(412573060, 412573061, 0)",1.893
"(412573061, 412573060, 0)",1.893
"(412573061, 2582214836, 0)",1.905
"(412573061, 412248042, 0)",1.893
"(412573061, 6539339697, 0)",1.905
"(36429190, 582466647, 0)",1.867
"(36429190, 2058774014, 0)",1.88
"(36429190, 300674000, 0)",1.867
"(297295239, 462376417, 0)",1.802
"(297295239, 287428342, 0)",1.815
"(297295239, 287428348, 0)",1.815
"(593386888, 267339180, 0)",1.931
"(593386888, 469879258, 0)",1.944
"(593386888, 593386847, 0)",1.893
"(593386888, 593386890, 0)",1.931
"(2496486793, 829433725, 0)",1.815
"(2496486793, 829433741, 0)",1.815
"(2496486793, 34157111, 0)",1.815
"(593386890, 452670048, 0)",1.918
"(593386890, 369613302, 0)",1.931
"(593386890, 593386888, 0)",1.931
"(593386890, 621698875, 0)",1.88
"(297295236, 2432481622, 0)",1.815
"(297295236, 34164598, 0)",1.815
"(297295236, 34164621, 0)",1.815
"(36429196, 36429169, 0)",1.854
"(36429196, 2058774014, 0)",1.867
"(36429196, 283834979, 0)",1.893
"(408542604, 1324777029, 0)",1.957
"(2496486799, 6051672070, 0)",1.815
"(34725293, 6051940165, 0)",1.841
"(34725293, 393826858, 0)",1.841
"(34725293, 340159748, 0)",1.841
"(176283056, 33982193, 0)",1.944
"(176283056, 259760685, 0)",1.957
"(176283056, 176281931, 0)",1.931
"(176283056, 34711796, 0)",1.918
"(597745090, 493163801, 0)",1.931
"(597745090, 597745092, 0)",1.931
"(597745090, 664073111, 0)",1.88
"(597745090, 597745098, 0)",1.893
"(597745092, 597745090, 0)",1.931
"(597745092, 211642107, 0)",1.931
"(597745092, 664073114, 0)",1.957
"(365223369, 321301441, 0)",1.957
"(365223369, 365291599, 0)",1.944
"(365223369, 569966053, 0)",1.944
"(365223369, 569966047, 0)",1.942
"(597745098, 34127507, 0)",1.828
"(597745098, 597745090, 0)",1.893
"(597745098, 664073100, 0)",1.893
"(597745098, 597745102, 0)",1.905
"(365223372, 569970715, 0)",1.931
"(365223372, 60706270, 0)",1.944
"(597745102, 597728596, 0)",1.893
"(597745102, 597745098, 0)",1.905
"(597745102, 597745104, 0)",1.893
"(597745104, 664142144, 0)",1.88
"(597745104, 664150360, 0)",1.88
"(597745104, 34127391, 0)",1.88
"(597745104, 597745102, 0)",1.893
"(365288923, 534284960, 0)",1.931
"(365288923, 321301441, 0)",1.944
"(365288923, 1772772548, 0)",1.931
"(365288923, 365291599, 0)",1.931
"(844848604, 1513594818, 0)",1.996
"(844848604, 283694163, 0)",1.893
"(844848604, 844848637, 0)",1.996
"(844848618, 379492947, 0)",1.97
"(844848618, 370687781, 0)",1.893
"(844848618, 2875312543, 0)",1.957
"(844848618, 36852581, 0)",1.97
"(262954476, 95653824, 0)",1.905
"(262954476, 388511773, 0)",1.918
"(262954476, 705151904, 0)",1.867
"(262954476, 412248027, 0)",1.88
