;id_otp;name_otp;vertex_class;traversable_walking;traversable_biking;label;traffic_light;free_flowing;x;y;geometry
126666;421459;osm:node:600575554;OsmVertex;True;True;osm:node:600575554;False;False;24.9523194;60.213857999999995;POINT (24.9523194 60.213858)
126718;125929;osm:node:334393501;OsmVertex;True;True;osm:node:334393501;False;False;24.9533975;60.2040222;POINT (24.9533975 60.204022200000004)
126827;273955;osm:node:260632519;OsmVertex;True;True;osm:node:260632519;False;False;24.7015889;60.206730500000006;POINT (24.7015889 60.206730500000006)
126901;14743;osm:node:941667880;OsmVertex;True;True;osm:node:941667880;False;False;24.9813115;60.21705950000001;POINT (24.9813115 60.217059500000005)
126907;14742;osm:node:941667888;OsmVertex;True;True;osm:node:941667888;False;False;24.9810607;60.21695020000001;POINT (24.9810607 60.21695020000001)
126967;236340;osm:node:334393488;OsmVertex;True;True;osm:node:334393488;False;False;24.9532919;60.20363100000001;POINT (24.9532919 60.203631)
127011;32828;osm:node:334393492;OsmVertex;True;True;osm:node:334393492;False;False;24.953479400000006;60.20397809999999;POINT (24.953479400000003 60.2039781)
127016;236307;osm:node:334393490;OsmVertex;True;True;osm:node:334393490;False;False;24.953433;60.203692800000006;POINT (24.953433 60.203692800000006)
127019;32832;osm:node:334393495;OsmVertex;True;True;osm:node:334393495;False;False;24.9531995;60.203729300000006;POINT (24.9531995 60.203729300000006)
127021;32830;osm:node:334393498;OsmVertex;True;True;osm:node:334393498;False;False;24.953260500000006;60.20375920000001;POINT (24.953260500000003 60.2037592)
127050;495230;area splitter at (24.968375415347406, 60.20754634495948, 0.0);IntersectionVertex;True;True;area splitter at (24.968375415347406, 60.20754634495948, 0.0);False;;24.96837541534741;60.207546344959475;POINT (24.968375415347406 60.20754634495948)
127121;46551;osm:node:666961017;OsmVertex;True;True;osm:node:666961017;False;False;24.952992400000007;60.2147925;POINT (24.952992400000003 60.2147925)
127123;46553;osm:node:666961019;OsmVertex;True;True;osm:node:666961019;False;False;24.9529341;60.2148736;POINT (24.9529341 60.214873600000004)
127145;46554;osm:node:666961020;OsmVertex;True;True;osm:node:666961020;False;False;24.9528224;60.21487130000001;POINT (24.952822400000002 60.214871300000006)
127146;46552;osm:node:666961021;OsmVertex;True;True;osm:node:666961021;False;False;24.952956500000006;60.2148535;POINT (24.952956500000003 60.214853500000004)
127157;164081;osm:node:982334560;OsmVertex;True;True;osm:node:982334560;False;False;24.9622645;60.19805940000001;POINT (24.9622645 60.198059400000005)
127181;164082;osm:node:982334559;OsmVertex;True;True;osm:node:982334559;False;False;24.962260600000004;60.198016;POINT (24.9622606 60.198016)
127423;245580;osm:node:565047537;OsmVertex;True;True;osm:node:565047537;False;False;24.9614076;60.21095560000001;POINT (24.9614076 60.210955600000005)
127515;325402;osm:node:2334367450;OsmVertex;True;True;osm:node:2334367450;False;False;24.9566607;60.20204440000001;POINT (24.9566607 60.202044400000005)
127657;287830;osm:node:577748524;OsmVertex;True;True;osm:node:577748524;False;False;24.9838839;60.2172783;POINT (24.983883900000002 60.217278300000004)
127667;230075;osm:node:2443526798;OsmVertex;True;True;osm:node:2443526798;False;False;24.982775200000006;60.21757410000001;POINT (24.982775200000003 60.2175741)
127671;202782;osm:node:1731148800;OsmVertex;True;True;osm:node:1731148800;False;False;24.962202100000006;60.2159893;POINT (24.962202100000003 60.215989300000004)
127701;202781;osm:node:1731148826;OsmVertex;True;True;osm:node:1731148826;False;False;24.962344899999998;60.2161297;POINT (24.9623449 60.2161297)
127710;202736;osm:node:1731148820;OsmVertex;True;True;osm:node:1731148820;False;False;24.9623098;60.216092599999996;POINT (24.9623098 60.2160926)
127716;314546;osm:node:4575743331:level:-1;OsmVertex;True;True;osm:node:4575743331:level:-1;False;False;25.036217399999998;60.2748509;POINT (25.0362174 60.274850900000004)
127792;362430;osm:node:577748518;OsmVertex;True;True;osm:node:577748518;False;False;24.983832900000003;60.21732280000001;POINT (24.983832900000003 60.217322800000005)
127834;202777;osm:node:1731148778;OsmVertex;True;True;osm:node:1731148778;False;False;24.9660325;60.2157689;POINT (24.9660325 60.2157689)
127932;362429;osm:node:577748597;BarrierVertex;False;True;osm:node:577748597;False;False;24.9838892;60.21743220000001;POINT (24.9838892 60.217432200000005)
128056;101500;osm:node:290060744;OsmVertex;True;True;osm:node:290060744;False;False;24.961542100000006;60.21930370000001;POINT (24.961542100000003 60.219303700000005)
128062;202369;osm:node:1731148793;OsmVertex;True;True;osm:node:1731148793;False;False;24.965006699999996;60.2158999;POINT (24.9650067 60.215899900000004)
128068;202775;osm:node:1731148795;OsmVertex;True;True;osm:node:1731148795;False;False;24.9662518;60.2159455;POINT (24.966251800000002 60.215945500000004)
128159;397150;osm:node:1937663919;OsmVertex;True;True;osm:node:1937663919;False;False;24.9711241;60.19745750000001;POINT (24.9711241 60.197457500000006)
128358;282749;osm:node:664391863;OsmVertex;True;True;osm:node:664391863;False;False;24.978218;60.2117775;POINT (24.978218000000002 60.211777500000004)
128524;49781;osm:node:364926297;OsmVertex;True;True;osm:node:364926297;False;False;24.956112;60.212390899999995;POINT (24.956112 60.2123909)
128526;385837;osm:node:364926292;OsmVertex;True;True;osm:node:364926292;False;False;24.956831;60.211482499999995;POINT (24.956831 60.2114825)
128573;238060;osm:node:2295157730:level:default level;OsmVertex;True;True;osm:node:2295157730:level:default level;False;False;24.807447699999997;60.17702790000001;POINT (24.8074477 60.177027900000006)
128591;419197;osm:node:1461895833:level:-2;OsmVertex;True;True;osm:node:1461895833:level:-2;False;False;24.9145256;60.16312430000001;POINT (24.9145256 60.16312430000001)
128794;520296;-1;ElevatorOnboardVertex;True;True;osm:node:4575743331:level:-1_onboard;False;;25.036217399999998;60.2748509;POINT (25.0362174 60.274850900000004)
128949;439209;osm:node:4683865949:level:-4;OsmVertex;True;True;osm:node:4683865949:level:-4;False;False;24.802868399999998;60.1749076;POINT (24.8028684 60.174907600000004)
128952;439217;osm:node:4683865949:level:-1;OsmVertex;True;True;osm:node:4683865949:level:-1;False;False;24.802868399999998;60.1749076;POINT (24.8028684 60.174907600000004)
128953;439193;osm:node:4683865949:level:-3;OsmVertex;True;True;osm:node:4683865949:level:-3;False;False;24.802868399999998;60.1749076;POINT (24.8028684 60.174907600000004)
129005;520322;5;ElevatorOnboardVertex;True;True;osm:node:5010686787:level:5_onboard;False;;24.805715900000006;60.1752116;POINT (24.805715900000003 60.175211600000004)
129383;385864;osm:node:2705308461;OsmVertex;True;True;osm:node:2705308461;False;False;24.962691600000007;60.202851;POINT (24.962691600000003 60.202851)
129390;143871;osm:node:2705308465;OsmVertex;True;True;osm:node:2705308465;False;False;24.9652194;60.2041967;POINT (24.965219400000002 60.204196700000004)
129451;257411;osm:node:31405742;OsmVertex;True;True;osm:node:31405742;False;False;25.1426944;60.2085317;POINT (25.1426944 60.2085317)
129530;5377;osm:node:631126224;OsmVertex;True;True;osm:node:631126224;False;False;24.9550569;60.21742380000001;POINT (24.955056900000002 60.217423800000006)
129635;329324;osm:node:3293095423:level:2;OsmVertex;True;True;osm:node:3293095423:level:2;False;False;25.044284;60.293203299999995;POINT (25.044284 60.2932033)
129866;434379;osm:node:364926759;OsmVertex;True;True;osm:node:364926759;False;False;24.955430900000003;60.21242660000001;POINT (24.955430900000003 60.2124266)
129869;226811;osm:node:364926761;OsmVertex;True;True;osm:node:364926761;False;False;24.955804800000006;60.2121829;POINT (24.955804800000003 60.2121829)
129871;420510;osm:node:364926766;OsmVertex;True;True;osm:node:364926766;False;False;24.9557241;60.2122354;POINT (24.9557241 60.212235400000004)
129876;310730;osm:node:364926762;OsmVertex;True;True;osm:node:364926762;False;False;24.955502600000006;60.212379799999994;POINT (24.955502600000003 60.2123798)
129878;333859;osm:node:364926764;OsmVertex;True;True;osm:node:364926764;False;False;24.9555799;60.21232929999999;POINT (24.9555799 60.2123293)
129879;431660;osm:node:364926765;OsmVertex;True;True;osm:node:364926765;False;False;24.9556484;60.21228470000001;POINT (24.9556484 60.212284700000005)
129920;100952;osm:node:585331289;OsmVertex;True;True;osm:node:585331289;False;False;24.969873600000003;60.219333000000006;POINT (24.969873600000003 60.219333000000006)
129921;370263;osm:node:585331287;OsmVertex;True;True;osm:node:585331287;False;False;24.9691001;60.219359;POINT (24.969100100000002 60.219359000000004)
129939;370273;osm:node:585331260;OsmVertex;True;True;osm:node:585331260;False;False;24.966928399999997;60.21942480000001;POINT (24.9669284 60.219424800000006)
129947;230876;osm:node:585331267;OsmVertex;True;True;osm:node:585331267;False;False;24.9666379;60.21951120000001;POINT (24.966637900000002 60.21951120000001)
129949;370261;osm:node:585331264;OsmVertex;True;True;osm:node:585331264;False;False;24.9676091;60.2194818;POINT (24.9676091 60.219481800000004)
129950;370262;osm:node:585331265;OsmVertex;True;True;osm:node:585331265;False;False;24.96762;60.2194317;POINT (24.96762 60.2194317)
129953;26722;osm:node:585331270;OsmVertex;True;True;osm:node:585331270;False;False;24.968639399999997;60.218938699999995;POINT (24.9686394 60.2189387)
129958;70179;osm:node:585331277;OsmVertex;True;True;osm:node:585331277;False;False;24.9696996;60.218956799999994;POINT (24.969699600000002 60.2189568)
129968;30294;osm:node:585331242;OsmVertex;True;True;osm:node:585331242;False;False;24.9678202;60.2180187;POINT (24.967820200000002 60.2180187)
129969;163096;osm:node:585331243;OsmVertex;True;True;osm:node:585331243;False;False;24.9678062;60.21792270000001;POINT (24.967806200000002 60.2179227)
129974;230869;osm:node:585331249;OsmVertex;True;True;osm:node:585331249;False;False;24.969489000000006;60.217951600000006;POINT (24.969489000000003 60.217951600000006)
129987;370276;osm:node:585331255;OsmVertex;True;True;osm:node:585331255;False;False;24.9666447;60.21941700000001;POINT (24.9666447 60.21941700000001)
129988;370277;osm:node:585331256;OsmVertex;True;True;osm:node:585331256;False;False;24.966641199999998;60.2194645;POINT (24.9666412 60.2194645)
129991;370272;osm:node:585331258;OsmVertex;True;True;osm:node:585331258;False;False;24.9669251;60.2194696;POINT (24.9669251 60.219469600000004)
129993;17203;osm:node:585331251;OsmVertex;True;True;osm:node:585331251;False;False;24.9697116;60.2187685;POINT (24.9697116 60.2187685)
129994;230870;osm:node:585331253;OsmVertex;True;True;osm:node:585331253;False;False;24.969938000000006;60.21822370000001;POINT (24.969938000000003 60.2182237)
129996;370274;osm:node:585331259;OsmVertex;True;True;osm:node:585331259;False;False;24.966934700000003;60.21933360000001;POINT (24.966934700000003 60.219333600000006)
130031;163512;osm:node:585331234;OsmVertex;True;True;osm:node:585331234;False;False;24.9660966;60.219601299999994;POINT (24.9660966 60.2196013)
130034;345923;osm:node:585331236;OsmVertex;True;True;osm:node:585331236;False;False;24.967651999999998;60.21638780000001;POINT (24.967652 60.21638780000001)
130065;23721;osm:node:585331213;OsmVertex;True;True;osm:node:585331213;False;False;24.9662062;60.21874510000001;POINT (24.966206200000002 60.21874510000001)
130067;23714;osm:node:585331219;OsmVertex;True;True;osm:node:585331219;False;False;24.9638334;60.21953740000001;POINT (24.963833400000002 60.21953740000001)
130068;23717;osm:node:585331217;OsmVertex;True;True;osm:node:585331217;False;False;24.9639773;60.219462899999996;POINT (24.9639773 60.2194629)
130069;23713;osm:node:585331218;OsmVertex;True;True;osm:node:585331218;False;False;24.963836200000006;60.2196131;POINT (24.963836200000003 60.219613100000004)
130256;519681;-3;ElevatorOffboardVertex;True;True;osm:node:5523680691:level:-3_offboard;False;;24.9048894;60.18972900000001;POINT (24.904889400000002 60.18972900000001)
130299;519374;-3;ElevatorOnboardVertex;True;True;osm:node:4818045749:level:-3_onboard;False;;24.8297477;60.176035899999995;POINT (24.829747700000002 60.1760359)
130692;284384;osm:node:353700160;OsmVertex;True;True;osm:node:353700160;False;False;24.958486899999997;60.21233290000001;POINT (24.9584869 60.21233290000001)
130805;20886;osm:node:2434832295;OsmVertex;True;True;osm:node:2434832295;False;False;24.9548048;60.196492799999994;POINT (24.9548048 60.1964928)
130832;202733;osm:node:1731148964;OsmVertex;True;True;osm:node:1731148964;False;False;24.961471399999997;60.21733380000001;POINT (24.9614714 60.217333800000006)
130857;202787;osm:node:1731148975;OsmVertex;True;True;osm:node:1731148975;False;False;24.962380900000007;60.2175629;POINT (24.962380900000003 60.217562900000004)
131017;520270;3;ElevatorOnboardVertex;True;True;osm:node:3365636948:level:3_onboard;False;;24.8047046;60.17592120000001;POINT (24.8047046 60.175921200000005)
131052;332453;osm:node:664811175:level:2;OsmVertex;True;True;osm:node:664811175:level:2;False;False;25.0773401;60.2100457;POINT (25.0773401 60.2100457)
131132;202769;osm:node:1731148919;OsmVertex;True;True;osm:node:1731148919;False;False;24.963031;60.2170332;POINT (24.963031 60.2170332)
131150;202768;osm:node:1731148929;OsmVertex;True;True;osm:node:1731148929;False;False;24.962931;60.217061;POINT (24.962931 60.217061)
131206;202767;osm:node:1731148942;OsmVertex;True;True;osm:node:1731148942;False;False;24.962610700000006;60.217150200000006;POINT (24.962610700000003 60.217150200000006)
131207;202734;osm:node:1731148940;OsmVertex;True;True;osm:node:1731148940;False;False;24.9621157;60.217147499999996;POINT (24.962115700000002 60.2171475)
131242;34204;osm:node:3264278025:level:-1;OsmVertex;True;True;osm:node:3264278025:level:-1;False;False;24.8408703;60.22031170000001;POINT (24.840870300000002 60.2203117)
131250;20108;osm:node:708409938;OsmVertex;True;True;osm:node:708409938;False;False;24.9832108;60.2188081;POINT (24.983210800000002 60.218808100000004)
131275;202737;osm:node:1731148879;OsmVertex;True;True;osm:node:1731148879;False;False;24.961404100000006;60.2163436;POINT (24.961404100000003 60.2163436)
131279;202772;osm:node:1731148870;OsmVertex;True;True;osm:node:1731148870;False;False;24.961297100000003;60.216244999999994;POINT (24.961297100000003 60.216245)
131284;88417;osm:node:1731148877;OsmVertex;True;True;osm:node:1731148877;False;False;24.9610134;60.2163316;POINT (24.961013400000002 60.216331600000004)
131319;202738;osm:node:1731148890;OsmVertex;True;True;osm:node:1731148890;False;False;24.961118399999997;60.2164238;POINT (24.9611184 60.2164238)
131322;401587;osm:node:1731148891;OsmVertex;True;True;osm:node:1731148891;False;False;24.960985800000003;60.216542800000006;POINT (24.960985800000003 60.216542800000006)
131326;202789;osm:node:1731148897;OsmVertex;True;True;osm:node:1731148897;False;False;24.9625203;60.2166709;POINT (24.9625203 60.216670900000004)
131330;202382;osm:node:1731148895;OsmVertex;True;True;osm:node:1731148895;False;False;24.9609251;60.2166665;POINT (24.9609251 60.2166665)
131357;519703;-1;ElevatorOffboardVertex;True;True;osm:node:2348129135:level:-1_offboard;False;;24.813352;60.2191765;POINT (24.813352000000002 60.2191765)
131370;202739;osm:node:1731148831;OsmVertex;True;True;osm:node:1731148831;False;False;24.9607734;60.2161175;POINT (24.9607734 60.2161175)
131386;202372;osm:node:1731148842;OsmVertex;True;True;osm:node:1731148842;False;False;24.9660457;60.216132400000006;POINT (24.966045700000002 60.216132400000006)
131395;202776;osm:node:1731148854;OsmVertex;True;True;osm:node:1731148854;False;False;24.966441000000003;60.21618;POINT (24.966441000000003 60.21618)
131472;268772;osm:node:3737489502;OsmVertex;True;True;osm:node:3737489502;False;False;24.9702258;60.19797240000001;POINT (24.9702258 60.197972400000005)
131587;512671;osm:node:613056088;OsmVertex;True;True;osm:node:613056088;False;False;24.963949600000007;60.206228599999996;POINT (24.963949600000003 60.2062286)
