;id_otp;name_otp;vertex_class;traversable_walking;traversable_biking;label;traffic_light;free_flowing;x;y;geometry
113309;519576;3;ElevatorOnboardVertex;True;True;osm:node:5373629478:level:3_onboard;False;;24.7381771;60.162147399999995;POINT (24.7381771 60.1621474)
113628;243969;osm:node:1936239655;OsmVertex;True;True;osm:node:1936239655;False;False;24.960790300000006;60.1966212;POINT (24.960790300000003 60.1966212)
114194;348727;osm:node:3215374585:level:2;OsmVertex;True;True;osm:node:3215374585:level:2;False;False;25.0309765;60.1949101;POINT (25.0309765 60.1949101)
114264;428018;osm:node:5143644999;OsmVertex;True;True;osm:node:5143644999;False;False;25.995149899999998;60.92737170000001;POINT (25.9951499 60.9273717)
114265;428017;osm:node:5143644998;OsmVertex;True;True;osm:node:5143644998;False;False;25.9945739;60.927393;POINT (25.994573900000002 60.927393)
114317;478862;osm:node:4577379410:level:default level;OsmVertex;True;True;osm:node:4577379410:level:default level;False;False;25.0117779;60.2515356;POINT (25.011777900000002 60.251535600000004)
114489;124815;osm:node:34728419;OsmVertex;True;True;osm:node:34728419;False;False;24.9571758;60.2052495;POINT (24.9571758 60.2052495)
114491;385720;osm:node:34728417;OsmVertex;True;True;osm:node:34728417;False;False;24.9583697;60.2051189;POINT (24.958369700000002 60.2051189)
114571;353000;osm:node:3201590629;OsmVertex;True;True;osm:node:3201590629;False;False;24.958495199999998;60.2132529;POINT (24.9584952 60.2132529)
114627;327107;osm:node:34728482;OsmVertex;True;True;osm:node:34728482;False;False;24.958689399999997;60.2056377;POINT (24.9586894 60.205637700000004)
114656;201510;osm:node:729615548;OsmVertex;True;True;osm:node:729615548;False;False;24.9551991;60.215378;POINT (24.9551991 60.215378)
114687;201511;osm:node:729615563;OsmVertex;True;True;osm:node:729615563;False;False;24.955158200000003;60.21541660000001;POINT (24.955158200000003 60.215416600000005)
114892;116485;osm:node:333400273;OsmVertex;True;True;osm:node:333400273;False;False;24.9543868;60.21441840000001;POINT (24.9543868 60.21441840000001)
114898;116486;osm:node:333400280;OsmVertex;True;True;osm:node:333400280;False;False;24.9545083;60.21431060000001;POINT (24.9545083 60.214310600000005)
114941;202320;osm:node:333400238;OsmVertex;True;True;osm:node:333400238;False;False;24.956747600000003;60.214614399999995;POINT (24.9567476 60.2146144)
114944;383788;osm:node:333400235;OsmVertex;True;True;osm:node:333400235;False;False;24.9556593;60.214155100000006;POINT (24.9556593 60.214155100000006)
114959;271949;osm:node:333400244;OsmVertex;True;True;osm:node:333400244;False;False;24.956912699999997;60.21467260000001;POINT (24.9569127 60.21467260000001)
114964;271950;osm:node:333400252;OsmVertex;True;True;osm:node:333400252;False;False;24.957335600000004;60.21469670000001;POINT (24.9573356 60.214696700000005)
114965;262672;osm:node:333400256;OsmVertex;True;True;osm:node:333400256;False;False;24.9584115;60.21465050000001;POINT (24.9584115 60.214650500000005)
114984;116481;osm:node:333400260;OsmVertex;True;True;osm:node:333400260;False;False;24.9559703;60.2150686;POINT (24.9559703 60.2150686)
114988;13691;osm:node:333400266;OsmVertex;True;True;osm:node:333400266;False;False;24.954874;60.214616799999995;POINT (24.954874 60.2146168)
115002;350162;osm:node:333400209;OsmVertex;True;True;osm:node:333400209;False;False;24.952395000000006;60.21315060000001;POINT (24.952395000000003 60.213150600000006)
115011;230838;osm:node:333400217;OsmVertex;True;True;osm:node:333400217;False;False;24.9539475;60.21361750000001;POINT (24.9539475 60.213617500000005)
115020;118110;osm:node:333400213;OsmVertex;True;True;osm:node:333400213;False;False;24.953767600000006;60.21367970000001;POINT (24.953767600000003 60.21367970000001)
115033;158881;osm:node:333400222;OsmVertex;True;True;osm:node:333400222;False;False;24.954985999999998;60.214043200000006;POINT (24.954986 60.214043200000006)
115036;383787;osm:node:333400227;OsmVertex;True;True;osm:node:333400227;False;False;24.9551611;60.21395370000001;POINT (24.9551611 60.213953700000005)
115062;51855;osm:node:34728597;OsmVertex;True;True;osm:node:34728597;False;False;24.960998999999997;60.20622150000001;POINT (24.960999 60.206221500000005)
115134;155291;osm:node:729615628;OsmVertex;True;True;osm:node:729615628;False;False;24.953910500000006;60.2151557;POINT (24.953910500000003 60.215155700000004)
115167;330020;osm:node:211642107;OsmVertex;True;True;osm:node:211642107;False;False;24.9678937;60.206726;POINT (24.9678937 60.206726)
115283;519580;-1;ElevatorOnboardVertex;True;True;osm:node:4817820998:level:-1_onboard;False;;24.8222857;60.184491;POINT (24.822285700000002 60.184491)
115303;519949;default level;ElevatorOffboardVertex;True;True;osm:node:3273159212:level:default level_offboard;False;;25.0977888;60.380550199999995;POINT (25.0977888 60.3805502)
115320;135198;osm:node:763157593;OsmVertex;True;True;osm:node:763157593;False;False;24.983335;60.213077399999996;POINT (24.983335 60.2130774)
115344;520384;489587022 / 0;ElevatorOnboardVertex;True;True;osm:node:4818173316_onboard;False;;24.8769203;60.1591029;POINT (24.876920300000002 60.1591029)
115745;385862;osm:node:34728751;OsmVertex;True;True;osm:node:34728751;False;False;24.9638431;60.2081294;POINT (24.963843100000002 60.208129400000004)
115746;147603;osm:node:34728745;OsmVertex;True;True;osm:node:34728745;False;False;24.962162799999998;60.206887;POINT (24.9621628 60.206887)
115748;147583;osm:node:34728746;OsmVertex;True;True;osm:node:34728746;False;False;24.9639342;60.2081096;POINT (24.9639342 60.2081096)
115754;318677;osm:node:34728756;OsmVertex;True;True;osm:node:34728756;False;False;24.962888600000007;60.20853930000001;POINT (24.962888600000003 60.208539300000005)
115756;244432;osm:node:34728755;OsmVertex;True;True;osm:node:34728755;False;False;24.964601199999997;60.207487;POINT (24.9646012 60.207487)
115758;244387;osm:node:34728759;OsmVertex;True;True;osm:node:34728759;False;False;24.9647183;60.207443999999995;POINT (24.9647183 60.207444)
115832;306601;osm:node:316492788;OsmVertex;True;True;osm:node:316492788;False;False;24.7805113;60.2182059;POINT (24.7805113 60.2182059)
116169;50207;osm:node:666989371;OsmVertex;True;True;osm:node:666989371;False;False;24.9562322;60.21768820000001;POINT (24.956232200000002 60.217688200000005)
116181;50208;osm:node:666989366;OsmVertex;True;True;osm:node:666989366;False;False;24.9561303;60.21777210000001;POINT (24.9561303 60.217772100000005)
116246;332076;osm:node:659749993;OsmVertex;True;True;osm:node:659749993;False;False;24.965367500000006;60.1979175;POINT (24.965367500000003 60.1979175)
116256;161969;osm:node:659749983;OsmVertex;True;True;osm:node:659749983;False;False;24.9655272;60.1971228;POINT (24.9655272 60.1971228)
116263;174024;osm:node:659749987;OsmVertex;True;True;osm:node:659749987;False;False;24.9654697;60.19688570000001;POINT (24.9654697 60.1968857)
116265;392483;osm:node:659749984;OsmVertex;True;True;osm:node:659749984;False;False;24.965562700000003;60.1968949;POINT (24.965562700000003 60.196894900000004)
116633;519601;-3;ElevatorOffboardVertex;True;True;osm:node:4683865948:level:-3_offboard;False;;24.802919600000006;60.17491490000001;POINT (24.802919600000003 60.174914900000005)
116642;519549;-2;ElevatorOffboardVertex;True;True;osm:node:4817821000:level:-2_offboard;False;;24.8222857;60.1845135;POINT (24.822285700000002 60.1845135)
116694;519906;default level;ElevatorOnboardVertex;True;True;osm:node:3264164242:level:default level_onboard;False;;25.041542600000003;60.32219490000001;POINT (25.041542600000003 60.32219490000001)
116874;443035;osm:node:364925753;OsmVertex;True;True;osm:node:364925753;False;False;24.957233;60.211420499999996;POINT (24.957233000000002 60.2114205)
117104;147581;osm:node:2387982422;OsmVertex;True;True;osm:node:2387982422;False;False;24.9634733;60.2077439;POINT (24.9634733 60.207743900000004)
117536;244201;osm:node:2868242557;OsmVertex;True;True;osm:node:2868242557;False;False;24.9614851;60.20519150000001;POINT (24.9614851 60.205191500000005)
117568;38146;osm:node:34122987;OsmVertex;True;True;osm:node:34122987;False;False;24.9808896;60.2070986;POINT (24.9808896 60.2070986)
117569;38144;osm:node:34122986;OsmVertex;True;True;osm:node:34122986;False;False;24.9803645;60.20730270000001;POINT (24.9803645 60.20730270000001)
117608;520182;default level;ElevatorOnboardVertex;True;True;osm:node:4577171277:level:default level_onboard;False;;24.8526996;60.2779658;POINT (24.8526996 60.277965800000004)
117722;327745;osm:node:2868242560;OsmVertex;True;True;osm:node:2868242560;False;False;24.9607889;60.20554190000001;POINT (24.9607889 60.20554190000001)
117725;143629;osm:node:2868242567;OsmVertex;True;True;osm:node:2868242567;False;False;24.961373100000007;60.205249699999996;POINT (24.961373100000003 60.2052497)
117742;350177;osm:node:703193649;OsmVertex;True;True;osm:node:703193649;False;False;24.954327600000006;60.2122152;POINT (24.954327600000003 60.2122152)
117758;54374;osm:node:1433279972;OsmVertex;True;True;osm:node:1433279972;False;False;24.9646383;60.19824790000001;POINT (24.9646383 60.198247900000005)
117759;172676;osm:node:1433279970;OsmVertex;True;True;osm:node:1433279970;False;False;24.964479800000003;60.19868200000001;POINT (24.964479800000003 60.198682000000005)
117767;54363;osm:node:1433279966;OsmVertex;True;True;osm:node:1433279966;False;False;24.964461;60.1986076;POINT (24.964461 60.1986076)
117818;427726;osm:node:703193680;OsmVertex;True;True;osm:node:703193680;False;False;24.9547491;60.2122351;POINT (24.9547491 60.2122351)
117827;427725;osm:node:703193670;OsmVertex;True;True;osm:node:703193670;False;False;24.9543382;60.2125759;POINT (24.954338200000002 60.212575900000004)
117831;427729;osm:node:703193659;OsmVertex;True;True;osm:node:703193659;False;False;24.9548915;60.212213399999996;POINT (24.954891500000002 60.2122134)
117844;350178;osm:node:703193664;OsmVertex;True;True;osm:node:703193664;False;False;24.954234399999997;60.2122931;POINT (24.9542344 60.212293100000004)
118000;519860;1;ElevatorOnboardVertex;True;True;osm:node:4822605942:level:1_onboard;False;;24.7397729;60.160597499999994;POINT (24.739772900000002 60.1605975)
118147;295843;osm:node:5576262371:level:-1;OsmVertex;True;True;osm:node:5576262371:level:-1;False;False;24.8118647;60.21826900000001;POINT (24.8118647 60.21826900000001)
118219;73590;osm:node:715659958;OsmVertex;True;True;osm:node:715659958;False;False;24.9668905;60.21384200000001;POINT (24.9668905 60.21384200000001)
118220;261370;osm:node:899370562;OsmVertex;True;True;osm:node:899370562;False;False;24.9652281;60.215320999999996;POINT (24.9652281 60.215321)
118221;73573;osm:node:715659956;OsmVertex;True;True;osm:node:715659956;False;False;24.965417700000003;60.2150165;POINT (24.965417700000003 60.215016500000004)
118223;261372;osm:node:899370560;OsmVertex;True;True;osm:node:899370560;False;False;24.9677579;60.21598880000001;POINT (24.967757900000002 60.215988800000005)
118225;261371;osm:node:899370564;OsmVertex;True;True;osm:node:899370564;False;False;24.9664393;60.2156421;POINT (24.9664393 60.215642100000004)
118237;73592;osm:node:715659942;OsmVertex;True;True;osm:node:715659942;False;False;24.966787399999998;60.2139153;POINT (24.9667874 60.213915300000004)
118239;73579;osm:node:715659948;OsmVertex;True;True;osm:node:715659948;False;False;24.968980100000003;60.2127434;POINT (24.968980100000003 60.2127434)
118352;73603;osm:node:715659961;OsmVertex;True;True;osm:node:715659961;False;False;24.968875699999998;60.21281460000001;POINT (24.9688757 60.2128146)
118356;73608;osm:node:715659966;OsmVertex;True;True;osm:node:715659966;False;False;24.966989;60.213773399999994;POINT (24.966989 60.2137734)
118361;73609;osm:node:715659963;OsmVertex;True;True;osm:node:715659963;False;False;24.968719699999998;60.21291890000001;POINT (24.9687197 60.212918900000005)
118362;73578;osm:node:715659968;OsmVertex;True;True;osm:node:715659968;False;False;24.969330199999998;60.2124662;POINT (24.9693302 60.2124662)
118607;168418;osm:node:318064599;OsmVertex;True;True;osm:node:318064599;False;False;24.962066699999998;60.19703550000001;POINT (24.9620667 60.197035500000005)
118656;366820;osm:node:34122759;OsmVertex;True;True;osm:node:34122759;False;False;24.976784400000003;60.20641910000001;POINT (24.976784400000003 60.206419100000005)
118693;519931;-1;ElevatorOffboardVertex;True;True;osm:node:470459169:level:-1_offboard;False;;24.8574234;60.6317682;POINT (24.857423400000002 60.6317682)
118694;214035;osm:node:34122762;OsmVertex;True;True;osm:node:34122762;False;False;24.979693899999997;60.2055957;POINT (24.9796939 60.2055957)
118695;214034;osm:node:34122761;OsmVertex;True;True;osm:node:34122761;False;False;24.9795188;60.20550600000001;POINT (24.9795188 60.20550600000001)
118697;259379;osm:node:34122760;OsmVertex;True;True;osm:node:34122760;False;False;24.977955400000006;60.206151399999996;POINT (24.977955400000003 60.2061514)
118712;103061;osm:node:875612692;OsmVertex;True;True;osm:node:875612692;False;False;24.9526409;60.197367099999994;POINT (24.952640900000002 60.1973671)
118776;38825;osm:node:875612667;OsmVertex;True;True;osm:node:875612667;False;False;24.952760100000006;60.19701300000001;POINT (24.952760100000003 60.197013000000005)
119096;422262;osm:node:4599997130:level:default level;OsmVertex;True;True;osm:node:4599997130:level:default level;False;False;24.963809899999998;60.2280963;POINT (24.9638099 60.228096300000004)
119203;520282;default level;ElevatorOnboardVertex;True;True;osm:node:4575482731:level:default level_onboard;False;;25.0279831;60.26198929999999;POINT (25.0279831 60.2619893)
119224;38653;osm:node:34122892;OsmVertex;True;True;osm:node:34122892;False;False;24.980280800000006;60.20638440000001;POINT (24.980280800000003 60.206384400000005)
119317;518398;P+R Rastilan metroaseman liityntäpysäköinti;ParkAndRideVertex;True;True;P+R129535102;False;;25.12158765;60.20514110000001;POINT (25.121587650000002 60.205141100000006)
119346;512665;osm:node:4632018034;OsmVertex;True;True;osm:node:4632018034;False;False;24.9644592;60.20631450000001;POINT (24.9644592 60.206314500000005)
119420;406407;osm:node:4818098773:level:default level;OsmVertex;True;True;osm:node:4818098773:level:default level;False;False;24.8555341;60.1631915;POINT (24.8555341 60.1631915)
119556;519099;P+R;ParkAndRideVertex;True;True;P+R559435520;False;;25.046391300000003;60.20589945;POINT (25.046391300000003 60.205899450000004)
119661;519522;3;ElevatorOnboardVertex;True;True;osm:node:583946390:level:3_onboard;False;;25.1459891;60.2068366;POINT (25.1459891 60.2068366)
119662;401690;osm:node:2013585574;OsmVertex;True;True;osm:node:2013585574;False;False;24.9719993;60.204105299999995;POINT (24.9719993 60.2041053)
119663;401688;osm:node:2013585572;OsmVertex;True;True;osm:node:2013585572;False;False;24.9711916;60.20373360000001;POINT (24.9711916 60.20373360000001)
119681;520281;default level;ElevatorOffboardVertex;True;True;osm:node:4575482731:level:default level_offboard;False;;25.0279831;60.26198929999999;POINT (25.0279831 60.2619893)
119706;519959;3;ElevatorOffboardVertex;True;True;osm:node:583964144:level:3_offboard;False;;25.1437658;60.20726430000001;POINT (25.1437658 60.207264300000006)
119790;153721;osm:node:699766864;OsmVertex;True;True;osm:node:699766864;False;False;24.9650227;60.21710470000001;POINT (24.965022700000002 60.21710470000001)
119795;153722;osm:node:699766867;OsmVertex;True;True;osm:node:699766867;False;False;24.965085199999997;60.2171534;POINT (24.9650852 60.2171534)
120071;364482;osm:node:353727155;OsmVertex;True;True;osm:node:353727155;False;False;24.9678287;60.2019621;POINT (24.967828700000002 60.2019621)
120524;520083;default level;ElevatorOffboardVertex;True;True;osm:node:664811220:level:default level_offboard;False;;25.079040399999997;60.2104842;POINT (25.0790404 60.2104842)
120534;381081;osm:node:1540696531;OsmVertex;True;True;osm:node:1540696531;False;False;24.9523419;60.19888470000001;POINT (24.9523419 60.1988847)
120541;318815;osm:node:1540696532;OsmVertex;True;True;osm:node:1540696532;False;False;24.9542958;60.19894280000001;POINT (24.9542958 60.198942800000005)
120542;175627;osm:node:1540696534;OsmVertex;True;True;osm:node:1540696534;False;False;24.95828;60.1990277;POINT (24.958280000000002 60.1990277)
120553;211363;osm:node:1540696545;OsmVertex;True;True;osm:node:1540696545;False;False;24.955293800000003;60.19913560000001;POINT (24.955293800000003 60.199135600000005)
120561;79650;osm:node:1540696510;OsmVertex;True;True;osm:node:1540696510;False;False;24.956878699999997;60.19861120000001;POINT (24.9568787 60.1986112)
120567;211524;osm:node:1540696529;OsmVertex;True;True;osm:node:1540696529;False;False;24.953844399999998;60.1988187;POINT (24.9538444 60.198818700000004)
120659;247094;osm:node:773602919;OsmVertex;True;True;osm:node:773602919;False;False;24.9557424;60.215292700000006;POINT (24.955742400000002 60.215292700000006)
120660;247112;osm:node:773602914;OsmVertex;True;True;osm:node:773602914;False;False;24.9559592;60.2150084;POINT (24.955959200000002 60.2150084)
120662;247104;osm:node:773602915;OsmVertex;True;True;osm:node:773602915;False;False;24.9558463;60.2152241;POINT (24.9558463 60.2152241)
120663;247102;osm:node:773602916;OsmVertex;True;True;osm:node:773602916;False;False;24.9558605;60.2152152;POINT (24.9558605 60.2152152)
120664;247100;osm:node:773602917;OsmVertex;True;True;osm:node:773602917;False;False;24.956008800000006;60.2151223;POINT (24.956008800000003 60.215122300000004)
120673;247095;osm:node:773602912;OsmVertex;True;True;osm:node:773602912;False;False;24.9555581;60.21542230000001;POINT (24.9555581 60.21542230000001)
120690;175358;osm:node:773602920;OsmVertex;True;True;osm:node:773602920;False;False;24.955908899999997;60.21526050000001;POINT (24.9559089 60.21526050000001)
120730;201719;osm:node:1083694771;OsmVertex;True;True;osm:node:1083694771;False;False;24.8562331;60.2621304;POINT (24.8562331 60.262130400000004)
120990;58878;osm:node:549942802;OsmVertex;True;True;osm:node:549942802;False;False;24.954804900000006;60.201092;POINT (24.954804900000003 60.201092)
121191;58765;osm:node:549942796;OsmVertex;True;True;osm:node:549942796;False;False;24.9547975;60.201266800000006;POINT (24.9547975 60.201266800000006)
121255;495694;osm:node:3196365072:level:2;OsmVertex;True;True;osm:node:3196365072:level:2;False;False;24.8438186;60.2950884;POINT (24.843818600000002 60.295088400000004)
121346;153675;osm:node:597756910;OsmVertex;True;True;osm:node:597756910;False;False;24.970317100000006;60.20527240000001;POINT (24.970317100000003 60.205272400000005)
121358;153679;osm:node:597756917;OsmVertex;True;True;osm:node:597756917;False;False;24.970643799999998;60.2055681;POINT (24.9706438 60.2055681)
121375;25171;osm:node:597756903;OsmVertex;True;True;osm:node:597756903;False;False;24.970748;60.20507660000001;POINT (24.970748 60.205076600000005)
121376;153681;osm:node:597756904;OsmVertex;True;True;osm:node:597756904;False;False;24.9706452;60.20538320000001;POINT (24.9706452 60.20538320000001)
121377;153674;osm:node:597756906;OsmVertex;True;True;osm:node:597756906;False;False;24.9706454;60.2052753;POINT (24.970645400000002 60.205275300000004)
121404;45953;osm:node:666961398;OsmVertex;True;True;osm:node:666961398;False;False;24.9522797;60.21512270000001;POINT (24.952279700000002 60.2151227)
121602;413550;osm:node:2216844206;OsmVertex;True;True;osm:node:2216844206;False;False;24.975907100000004;60.20592130000001;POINT (24.9759071 60.20592130000001)
121655;329190;osm:node:34124700;OsmVertex;True;True;osm:node:34124700;False;False;24.969314899999997;60.20073120000001;POINT (24.9693149 60.20073120000001)
121818;520203;default level;ElevatorOffboardVertex;True;True;osm:node:2321371629:level:default level_offboard;False;;24.782031699999997;60.73553370000001;POINT (24.7820317 60.735533700000005)
121912;520137;3;ElevatorOffboardVertex;True;True;osm:node:3631947262:level:3_offboard;False;;24.935015600000003;60.19892220000001;POINT (24.9350156 60.198922200000005)
121929;45952;osm:node:666961402;OsmVertex;True;True;osm:node:666961402;False;False;24.9529491;60.2149452;POINT (24.9529491 60.2149452)
122180;239138;osm:node:1786861571;OsmVertex;True;True;osm:node:1786861571;False;False;24.952676399999998;60.2166606;POINT (24.9526764 60.216660600000004)
122285;519805;2;ElevatorOffboardVertex;True;True;osm:node:2824277127:level:2_offboard;False;;24.9361887;60.201540400000006;POINT (24.936188700000002 60.201540400000006)
122370;519444;2;ElevatorOnboardVertex;True;True;osm:node:6288262399:level:2_onboard;False;;24.804648200000006;60.1746838;POINT (24.804648200000003 60.174683800000004)
122429;201867;osm:node:2321371629:level:-1;OsmVertex;True;True;osm:node:2321371629:level:-1;False;False;24.782031699999997;60.73553370000001;POINT (24.7820317 60.735533700000005)
122550;401898;osm:node:4818045789:level:-3;OsmVertex;True;True;osm:node:4818045789:level:-3;False;False;24.8286034;60.17487130000001;POINT (24.828603400000002 60.17487130000001)
122600;337323;osm:node:2437684885;OsmVertex;True;True;osm:node:2437684885;False;False;24.4410383;60.270037;POINT (24.441038300000002 60.270037)
122602;231183;osm:node:299021740;OsmVertex;True;True;osm:node:299021740;False;False;24.9736711;60.21540600000001;POINT (24.9736711 60.215406)
122638;520283;2;ElevatorOffboardVertex;True;True;osm:node:4575482731:level:2_offboard;False;;25.0279831;60.26198929999999;POINT (25.0279831 60.2619893)
122647;519487;-3;ElevatorOffboardVertex;True;True;osm:node:4818325875:level:-3_offboard;False;;24.763415;60.17054100000001;POINT (24.763415000000002 60.17054100000001)
122705;520351;465149341 / 0;ElevatorOffboardVertex;True;True;osm:node:4601467187_offboard;False;;24.9597121;60.1871334;POINT (24.9597121 60.1871334)
122733;283325;osm:node:4642563726:level:default level;OsmVertex;True;True;osm:node:4642563726:level:default level;False;False;24.940755000000006;60.17132160000001;POINT (24.940755000000003 60.171321600000006)
122835;389254;osm:node:530866318;OsmVertex;True;True;osm:node:530866318;False;False;24.9700115;60.2031587;POINT (24.970011500000002 60.2031587)
123049;520217;1;ElevatorOffboardVertex;True;True;osm:node:1461895833:level:1_offboard;False;;24.9145256;60.16312430000001;POINT (24.9145256 60.16312430000001)
123315;426731;osm:node:4659388924:level:-2;OsmVertex;True;True;osm:node:4659388924:level:-2;False;False;25.0830587;60.2357968;POINT (25.083058700000002 60.2357968)
123488;245633;osm:node:2261292460:level:1;OsmVertex;True;True;osm:node:2261292460:level:1;False;False;24.9402775;60.17013290000001;POINT (24.9402775 60.170132900000006)
123546;519986;-2;ElevatorOnboardVertex;True;True;osm:node:3727838051:level:-2_onboard;False;;24.968248499999998;60.31341200000001;POINT (24.9682485 60.31341200000001)
123680;519977;default level;ElevatorOffboardVertex;True;True;osm:node:4818098785:level:default level_offboard;False;;24.855258300000006;60.16332370000001;POINT (24.855258300000003 60.16332370000001)
123768;519336;P+R;ParkAndRideVertex;True;True;P+R327819444;False;;25.0457217;60.29370160000001;POINT (25.0457217 60.293701600000006)
123818;225018;osm:node:345800781;OsmVertex;True;True;osm:node:345800781;False;False;24.9562166;60.204448899999996;POINT (24.9562166 60.2044489)
124000;95388;osm:node:324316806;OsmVertex;True;True;osm:node:324316806;False;False;24.957892800000003;60.1978775;POINT (24.957892800000003 60.197877500000004)
124003;259405;osm:node:324316802;OsmVertex;True;True;osm:node:324316802;False;False;24.9579945;60.1966083;POINT (24.9579945 60.1966083)
124004;95384;osm:node:324316803;OsmVertex;True;True;osm:node:324316803;False;False;24.955079;60.198483499999995;POINT (24.955079 60.1984835)
124007;95386;osm:node:324316805;OsmVertex;True;True;osm:node:324316805;False;False;24.956585999999998;60.1983856;POINT (24.956586 60.1983856)
124010;33069;osm:node:266071606;OsmVertex;True;True;osm:node:266071606;False;False;24.9639948;60.20176850000001;POINT (24.963994800000002 60.20176850000001)
124019;359511;osm:node:266071603;OsmVertex;True;True;osm:node:266071603;False;False;24.9651038;60.20078670000001;POINT (24.9651038 60.2007867)
124028;95380;osm:node:324316800;OsmVertex;True;True;osm:node:324316800;False;False;24.954415500000003;60.1980366;POINT (24.954415500000003 60.1980366)
124061;270004;osm:node:34124001;OsmVertex;True;True;osm:node:34124001;False;False;24.975741300000006;60.2037003;POINT (24.975741300000003 60.2037003)
124066;374473;osm:node:266071614;OsmVertex;True;True;osm:node:266071614;False;False;24.966520900000006;60.20250530000001;POINT (24.966520900000003 60.202505300000006)
124067;33427;osm:node:266071615;OsmVertex;True;True;osm:node:266071615;False;False;24.966308100000006;60.2026691;POINT (24.966308100000003 60.2026691)
124290;96384;osm:node:324316798;OsmVertex;True;True;osm:node:324316798;False;False;24.9543593;60.1980009;POINT (24.9543593 60.198000900000004)
124430;17841;osm:node:471224927;OsmVertex;True;True;osm:node:471224927;False;False;24.981097899999998;60.21564770000001;POINT (24.9810979 60.215647700000005)
124431;310489;osm:node:471224929;OsmVertex;True;True;osm:node:471224929;False;False;24.981133600000003;60.2158141;POINT (24.981133600000003 60.2158141)
124517;17842;osm:node:471224930;OsmVertex;True;True;osm:node:471224930;False;False;24.9807473;60.2155971;POINT (24.9807473 60.215597100000004)
124537;519563;-1;ElevatorOffboardVertex;True;True;osm:node:3639506569:level:-1_offboard;False;;24.8490216;60.31543570000001;POINT (24.8490216 60.3154357)
124965;50135;osm:node:666989720;OsmVertex;True;True;osm:node:666989720;False;False;24.957486900000006;60.21817530000001;POINT (24.957486900000003 60.218175300000006)
124966;50143;osm:node:666989721;OsmVertex;True;True;osm:node:666989721;False;False;24.957659000000003;60.2182268;POINT (24.957659000000003 60.218226800000004)
125034;50142;osm:node:666989719;OsmVertex;True;True;osm:node:666989719;False;False;24.9574092;60.2182321;POINT (24.9574092 60.2182321)
125037;50144;osm:node:666989716;OsmVertex;True;True;osm:node:666989716;False;False;24.957686;60.2182054;POINT (24.957686000000002 60.2182054)
125039;50136;osm:node:666989718;OsmVertex;True;True;osm:node:666989718;False;False;24.9575154;60.21815400000001;POINT (24.957515400000002 60.218154000000006)
125056;208941;osm:node:1497121865;OsmVertex;True;True;osm:node:1497121865;False;False;24.9567943;60.197219800000006;POINT (24.956794300000002 60.197219800000006)
125057;50145;osm:node:666989714;OsmVertex;True;True;osm:node:666989714;False;False;24.957764800000003;60.21814300000001;POINT (24.957764800000003 60.218143000000005)
125167;519789;-1;ElevatorOffboardVertex;True;True;osm:node:5576262371:level:-1_offboard;False;;24.8118647;60.21826900000001;POINT (24.8118647 60.21826900000001)
125394;122267;osm:node:266071362;OsmVertex;True;True;osm:node:266071362;False;False;24.965318300000003;60.20290610000001;POINT (24.9653183 60.20290610000001)
125406;122268;osm:node:266071361;OsmVertex;True;True;osm:node:266071361;False;False;24.965379199999997;60.202974499999996;POINT (24.9653792 60.2029745)
125414;122269;osm:node:266071359;OsmVertex;True;True;osm:node:266071359;False;False;24.9655741;60.20314130000001;POINT (24.9655741 60.203141300000006)
125648;519391;-1;ElevatorOffboardVertex;True;True;osm:node:3226782836:level:-1_offboard;False;;24.9314259;60.16866580000001;POINT (24.9314259 60.16866580000001)
125924;95330;osm:node:324316412;OsmVertex;True;True;osm:node:324316412;False;False;24.9529642;60.198568;POINT (24.9529642 60.198568)
125975;475106;osm:node:2274053721:level:default level;OsmVertex;True;True;osm:node:2274053721:level:default level;False;False;24.848786999999998;60.285037;POINT (24.848787 60.285037)
126073;34202;osm:node:3264278025:level:default level;OsmVertex;True;True;osm:node:3264278025:level:default level;False;False;24.8408703;60.22031170000001;POINT (24.840870300000002 60.2203117)
126225;361716;osm:node:6840018647:level:3;OsmVertex;True;True;osm:node:6840018647:level:3;False;False;24.9326083;60.19885650000001;POINT (24.932608300000002 60.198856500000005)
126276;252927;osm:node:745707616;OsmVertex;True;True;osm:node:745707616;False;False;24.972226199999998;60.2183836;POINT (24.9722262 60.2183836)
126277;252934;osm:node:745707611;OsmVertex;True;True;osm:node:745707611;False;False;24.9727117;60.218324900000006;POINT (24.9727117 60.218324900000006)
126285;252926;osm:node:745707608;OsmVertex;True;True;osm:node:745707608;False;False;24.9722237;60.2182522;POINT (24.9722237 60.2182522)
126384;519666;2;ElevatorOnboardVertex;True;True;osm:node:4577379409:level:2_onboard;False;;25.0118234;60.25151700000001;POINT (25.0118234 60.25151700000001)
126467;519675;2;ElevatorOffboardVertex;True;True;osm:node:3820791600:level:2_offboard;False;;24.817298500000003;60.21895660000001;POINT (24.817298500000003 60.218956600000006)
126639;519758;-1;ElevatorOnboardVertex;True;True;osm:node:5942640260:level:-1_onboard;False;;24.9793361;60.1867117;POINT (24.9793361 60.186711700000004)
126664;406967;osm:node:600575558;OsmVertex;True;True;osm:node:600575558;False;False;24.9537203;60.2141853;POINT (24.9537203 60.214185300000004)
126665;421460;osm:node:600575559;OsmVertex;True;True;osm:node:600575559;False;False;24.9534622;60.2143267;POINT (24.9534622 60.2143267)
