edge_id;length;gvi;aqi;noises;mdB
7584;20.7406;0.28;1.0;{45: 20.74064};47.5
7585;3.9764;0.34;1.88;{60: 3.97642};62.5
7586;10.2166;0.1;1.89;{62: 6.81109, 60: 3.40554};63.8
7587;29.4104;0.36;1.95;{70: 29.41044};72.5
7588;74.5945;0.28;1.88;{40: 2.98, 45: 71.61073};47.3
7589;35.5525;0.07;1.87;{55: 35.55248};57.5
7590;4.3607;0.31;1.9;{65: 4.36071};67.5
7591;6.117;0.31;1.9;{65: 6.117};67.5
7592;10.4723;0.31;1.89;{65: 10.47228};67.5
7593;15.3778;0.34;1.89;{65: 12.30225, 60: 3.07556};66.5
7594;15.3778;0.34;1.89;{65: 12.30225, 60: 3.07556};66.5
7595;2.0147;0.35;1.87;{45: 2.01466};47.5
7596;7.5333;0.36;1.87;{45: 7.53332};47.5
7597;3.8488;0.51;1.86;{65: 3.8488};67.5
7598;10.9349;0.19;1.89;{55: 10.93489};57.5
7599;6.8156;0.16;1.88;{65: 6.81556};67.5
7600;2.6356;0.38;1.88;{45: 2.63563};47.5
7601;46.8063;0.27;1.87;{45: 32.17935, 50: 14.62698};49.1
7602;50.9935;0.2;1.86;{40: 18.0, 45: 32.99582};45.7
7603;45.5499;0.22;1.9;{70: 24.29329, 65: 21.25663};70.2
7604;10.1466;0.33;1.92;{65: 10.14656};67.5
7605;22.2327;0.4;1.88;{55: 22.2327};57.5
7606;24.9085;0.29;1.89;{70: 24.9085};72.5
7607;118.3931;0.29;1.89;{65: 88.03587, 60: 30.3572};66.2
7608;118.3931;0.29;1.89;{65: 88.03587, 60: 30.3572};66.2
7609;3.7764;0.46;1.85;{50: 3.77639};52.5
7610;26.829;0.35;1.96;{70: 26.82901};72.5
7611;77.9319;0.26;1.88;{65: 77.93187};67.5
7612;42.4608;0.31;1.93;{60: 27.29621, 65: 15.16456};64.3
7613;8.1393;0.17;1.92;{65: 8.13927};67.5
7614;14.8762;0.17;1.91;{65: 14.87622};67.5
7615;10.4378;0.17;1.92;{65: 10.43776};67.5
7616;4.4821;0.17;1.94;{75: 4.48209};77.5
7617;5.3167;0.27;1.0;{60: 5.31668};62.5
7618;46.0235;0.28;1.91;{55: 46.02352};57.5
7619;4.146;0.12;1.95;{65: 4.146};67.5
7620;201.626;0.19;1.97;{60: 123.38305, 65: 51.15883, 70: 24.07474, 75: 3.00934};65.2
7621;201.626;0.19;1.97;{60: 123.38305, 65: 51.15883, 70: 24.07474, 75: 3.00934};65.2
7622;194.5036;0.18;2.01;{60: 119.69452, 65: 44.88544, 70: 26.93127, 75: 2.99236};65.3
7623;194.5036;0.18;2.01;{60: 119.69452, 65: 44.88544, 70: 26.93127, 75: 2.99236};65.3
7624;52.7306;0.22;2.0;{75: 52.73059};77.5
7625;59.5941;0.29;1.87;{50: 59.59414};52.5
7626;8.3724;0.05;1.87;{40: 8.37};42.5
7627;22.0395;0.46;1.88;{50: 22.03946};52.5
7628;34.8231;0.27;1.9;{50: 26.11729, 45: 8.70576};51.2
7629;126.194;0.21;2.02;{65: 102.15704, 70: 24.03695};68.5
7630;36.4806;0.1;1.0;{40: 36.48};42.5
7631;13.3801;0.22;1.89;{65: 13.38006};67.5
7632;100.7328;0.24;1.87;{47: 88.88188, 50: 11.85092};49.9
7633;5.3615;0.07;1.86;{40: 5.36};42.5
7634;31.8482;0.2;1.88;{47: 31.84819};49.5
7635;11.8737;0.22;1.88;{65: 11.87368};67.5
7636;79.9393;0.33;1.9;{55: 56.25358, 60: 20.725, 50: 2.96071};58.6
7637;52.7306;0.22;2.0;{75: 52.73059};77.5
7638;5.8365;0.21;1.89;{65: 5.83645};67.5
7639;5.8365;0.21;1.89;{65: 5.83645};67.5
7640;36.346;0.21;1.88;{60: 18.173, 55: 15.14417, 65: 3.02883};60.8
7641;36.346;0.21;1.88;{60: 18.173, 55: 15.14417, 65: 3.02883};60.8
7642;15.0299;0.22;1.92;{65: 15.02986};67.5
7643;24.5209;0.28;1.89;{50: 24.52088};52.5
7644;8.2446;0.27;1.89;{50: 8.24461};52.5
7645;86.6288;0.27;1.85;{50: 86.62885};52.5
7646;4.0852;0.39;1.93;{60: 4.0852};62.5
7647;2.2353;0.43;1.89;{55: 2.23531};57.5
7648;13.0522;0.39;1.0;{55: 13.05224};57.5
7649;40.5343;0.42;1.85;{60: 40.53435};62.5
7650;5.9836;0.35;1.86;{55: 5.98356};57.5
7651;47.1614;0.33;1.9;{60: 47.16137};62.5
7652;20.6323;0.34;1.89;{60: 20.63233};62.5
7653;13.8494;0.33;1.86;{55: 13.84938};57.5
7654;14.0288;0.37;1.86;{55: 14.02875};57.5
7655;8.8897;0.35;1.86;{55: 8.88967};57.5
7656;14.2013;0.34;1.86;{55: 14.20132};57.5
7657;12.6607;0.33;1.86;{55: 12.66072};57.5
7658;57.233;0.36;1.86;{45: 57.23303};47.5
7659;58.0499;0.13;1.87;{60: 36.66308, 65: 18.33154, 55: 3.05526};63.8
7660;58.0499;0.13;1.87;{60: 36.66308, 65: 18.33154, 55: 3.05526};63.8
7661;2.9673;0.22;2.02;{75: 2.96725};77.5
7662;31.0945;0.32;1.94;{65: 31.09445};67.5
7663;31.0945;0.32;1.94;{65: 31.09445};67.5
7664;13.1837;0.33;1.86;{55: 13.18374};57.5
7665;14.0145;0.34;1.86;{55: 14.01453};57.5
7666;100.9626;0.33;2.0;{70: 100.96262};72.5
7667;4.2836;0.11;1.87;{65: 4.28364};67.5
7668;5.282;0.12;1.87;{65: 5.28195};67.5
7669;42.1838;0.25;1.94;{65: 39.17071, 70: 3.01313};67.9
7670;3.7498;0.39;1.93;{60: 3.74983};62.5
7671;3.7498;0.39;1.93;{60: 3.74983};62.5
7672;108.8979;0.27;1.86;{55: 54.44895, 60: 21.17459, 50: 21.17459, 65: 12.09977};58.6
7673;108.8979;0.27;1.86;{55: 54.44895, 50: 21.17459, 60: 21.17459, 65: 12.09977};58.6
7674;42.6768;0.36;1.86;{55: 39.62846, 50: 3.04834};57.1
7675;2.5458;0.11;1.87;{40: 2.55};42.6
7676;24.2458;0.09;1.87;{40: 21.21, 45: 3.03072};43.1
7677;26.1882;0.21;1.87;{60: 14.549, 65: 11.6392};64.7
7678;11.035;0.1;1.87;{40: 2.76, 45: 8.27629};46.3
7679;19.9936;0.33;1.89;{65: 19.99357};67.5
7680;14.8271;0.45;1.86;{55: 14.82706};57.5
7681;63.7821;0.3;1.87;{60: 39.48416, 55: 24.29794};60.6
7682;34.4416;0.19;1.87;{60: 18.78632, 55: 15.65527};60.2
7683;13.1785;0.45;1.86;{55: 13.17854};57.5
7684;70.0868;0.33;1.87;{60: 57.89781, 55: 12.18901};61.6
7685;24.46;0.19;1.87;{60: 18.34501, 55: 6.115};61.3
7686;2.7487;0.48;1.86;{55: 2.74871};57.5
7687;39.0805;0.15;1.87;{60: 21.04335, 55: 18.03715};60.2
7688;46.9577;0.19;1.87;{60: 41.088, 55: 5.86971};61.9
7689;6.8795;0.15;2.01;{75: 3.43976, 70: 3.43976};75.0
7690;5.4611;0.21;1.91;{70: 5.46107};72.5
7691;5.7074;0.2;1.88;{60: 5.7074};62.5
7692;11.3708;0.15;1.87;{60: 11.37083};62.5
7693;50.5731;0.2;1.88;{50: 35.69868, 55: 14.87445};54.0
7694;9.7481;0.09;1.88;{60: 9.74815};62.5
7695;44.2016;0.16;1.88;{60: 23.57421, 65: 20.62744};64.8
7696;23.857;0.17;1.88;{60: 14.91064, 65: 8.94638};64.4
7697;25.6568;0.15;1.88;{60: 17.10451, 65: 8.55225};64.2
7698;43.6316;0.16;1.88;{65: 23.27017, 60: 20.3614};65.2
7699;8.2747;0.22;1.88;{47: 8.27472};49.5
7700;8.2747;0.22;1.88;{47: 8.27472};49.5
7701;2.6333;0.47;1.86;{55: 2.63334};57.5
7702;2.7192;0.48;1.86;{55: 2.71917};57.5
7703;68.6768;0.32;1.87;{60: 50.76115, 55: 17.9157};61.2
7704;94.161;0.35;1.86;{47: 51.63666, 50: 42.52431};50.9
7705;94.161;0.35;1.86;{47: 51.63666, 50: 42.52431};50.9
7706;24.4891;0.19;1.87;{60: 18.36685, 55: 6.12228};61.3
7707;9.2351;0.15;1.87;{50: 9.23506};52.5
7708;5.9239;0.13;1.88;{65: 5.92387};67.5
7709;2.3965;0.47;1.86;{55: 2.39652};57.5
7710;3.3688;0.46;1.86;{55: 3.36876};57.5
7711;4.6388;0.46;1.86;{55: 4.63879};57.5
7712;7.221;0.17;1.91;{65: 7.22104};67.5
7713;2.309;0.47;1.86;{55: 2.30902};57.5
7714;10.7325;0.17;1.9;{65: 10.73251};67.5
7715;75.6406;0.64;1.84;{55: 66.56373, 50: 9.07687};56.9
7716;77.2096;0.39;1.94;{65: 77.20958};67.5
7717;49.7814;0.38;1.86;{60: 49.78144};62.5
7718;121.5553;0.47;1.85;{50: 94.87244, 55: 20.75335, 60: 5.92953};53.8
7719;13.1771;0.51;1.84;{55: 13.17708};57.5
7720;18.0895;0.18;1.93;{70: 18.08949};72.5
7721;26.796;0.42;1.84;{50: 26.79601};52.5
7722;17.5225;0.44;1.84;{50: 14.60206, 45: 2.92041};51.7
7723;20.9316;0.45;1.85;{50: 20.93157};52.5
7724;17.8708;0.47;1.85;{45: 17.87076};47.5
7725;19.8941;0.61;1.84;{50: 19.89409};52.5
7726;25.0573;0.51;1.85;{45: 25.05735};47.5
7727;26.659;0.52;1.85;{45: 17.77267, 50: 8.88634};49.2
7728;10.25;0.16;1.88;{70: 6.83332, 65: 3.41666};70.8
7729;47.8197;0.46;1.86;{45: 47.81971};47.5
7730;10.7508;0.42;1.87;{45: 10.75075};47.5
7731;34.5819;0.38;1.0;{60: 20.17279, 55: 14.40914};60.4
7732;34.0925;0.19;1.87;{60: 18.5959, 55: 15.49658};60.2
7733;18.259;0.32;1.87;{45: 18.25899};47.5
7734;43.4971;0.47;1.84;{50: 43.49712};52.5
7735;22.144;0.37;1.87;{45: 22.14405};47.5
7736;12.0081;0.33;1.87;{45: 12.00812};47.5
7737;23.7338;0.48;1.84;{50: 23.73375};52.5
7738;38.4188;0.15;1.87;{60: 23.64234, 55: 14.77646};60.6
7739;22.8359;0.17;1.91;{60: 11.41794, 62: 5.70897, 65: 5.70897};64.2
7740;27.4279;0.1;1.0;{40: 27.43};42.5
7741;8.4073;0.26;2.06;{75: 8.40734};77.5
7742;34.7611;0.18;1.9;{60: 23.17406, 62: 5.79352, 65: 5.79352};63.7
7743;21.6397;0.25;1.86;{40: 12.37, 45: 9.27414};44.7
7744;20.5175;0.22;1.86;{45: 20.51753};47.5
7745;39.8124;0.75;1.85;{60: 27.56242, 55: 12.24996};61.0
7746;8.1789;0.15;1.92;{65: 8.17887};67.5
7747;65.6368;0.76;1.87;{60: 59.66985, 65: 5.96698};63.0
7748;25.9867;0.23;1.86;{45: 25.98673};47.5
7749;20.0801;0.33;1.89;{62: 8.60577, 60: 5.73718, 65: 5.73718};64.8
7750;91.1455;0.7;1.89;{65: 63.80183, 60: 27.34364};66.0
7751;15.8277;0.23;1.88;{55: 15.82768};57.5
7752;4.3568;0.24;1.87;{55: 4.35685};57.5
7753;5.34;0.18;1.93;{70: 5.34004};72.5
7754;6.5355;0.15;1.93;{67: 3.26773, 65: 3.26773};68.5
7755;22.7764;0.29;1.87;{60: 22.77642};62.5
7756;32.0658;0.72;1.85;{55: 32.0658};57.5
7757;32.0658;0.72;1.85;{55: 32.0658};57.5
7758;52.8248;0.42;1.87;{50: 52.82477};52.5
7759;72.3792;0.26;1.86;{55: 42.22122, 60: 30.15801};59.6
7760;52.8248;0.42;1.87;{50: 52.82477};52.5
7761;69.4955;0.17;1.0;{55: 66.47395, 50: 3.02154};57.3
7762;55.5431;0.24;1.96;{60: 55.54309};62.5
7763;48.5334;0.42;1.88;{50: 48.53342};52.5
7764;48.5334;0.42;1.88;{50: 48.53342};52.5
7765;18.8234;0.81;1.84;{50: 18.8234};52.5
7766;18.8234;0.81;1.84;{50: 18.8234};52.5
7767;21.5765;0.45;1.88;{50: 21.57646};52.5
7768;21.5765;0.45;1.88;{50: 21.57646};52.5
7769;21.7975;0.2;1.89;{45: 21.79751};47.5
7770;30.4162;0.27;1.9;{62: 18.24973, 60: 9.12487, 65: 3.04162};64.2
7771;30.4162;0.27;1.9;{62: 18.24973, 60: 9.12487, 65: 3.04162};64.2
7772;3.4737;0.23;1.88;{55: 3.47375};57.5
7773;9.3433;0.42;1.89;{70: 9.34335};72.5
7774;14.4199;0.38;1.9;{70: 14.4199};72.5
7775;3.4372;0.37;1.9;{70: 3.4372};72.5
7776;49.4414;0.22;1.87;{60: 24.72069, 55: 15.45043, 65: 9.27026};61.9
7777;54.8746;0.11;1.87;{40: 30.49, 45: 24.3887};44.7
7778;7.1827;0.41;1.89;{70: 7.18271};72.5
7779;55.4162;0.15;1.87;{60: 27.7081, 55: 18.47207, 65: 9.23603};61.7
7780;79.2389;0.2;1.87;{60: 39.61946, 55: 27.42886, 65: 12.1906};61.5
7781;56.6793;0.2;1.87;{60: 38.78056, 65: 11.93248, 55: 5.96624};63.0
7782;27.6676;0.15;1.87;{60: 18.44508, 65: 9.22254};64.2
7783;12.0268;0.15;1.89;{65: 12.0268};67.5
7784;5.1881;0.15;1.89;{65: 5.18813};67.5
7785;19.7974;0.19;1.94;{60: 19.79743};62.5
7786;8.1817;0.18;1.94;{60: 8.18174};62.5
7787;23.2803;0.15;1.89;{65: 23.28033};67.5
7788;11.7873;0.22;1.89;{65: 8.8405, 60: 2.94683};66.3
7789;20.5896;0.32;1.93;{70: 14.70689, 75: 5.88276};73.9
7790;21.5228;0.2;1.91;{65: 21.52284};67.5
7791;13.1551;0.27;1.87;{55: 9.86635, 60: 3.28878};58.8
7792;58.6712;0.4;1.85;{55: 58.67118};57.5
7793;49.3043;0.22;1.87;{60: 24.65213, 55: 15.40758, 65: 9.24455};61.9
7794;5.2594;0.26;1.94;{65: 5.25937};67.5
7795;11.2515;0.23;1.89;{50: 11.2515};52.5
7796;11.5046;0.15;1.87;{50: 11.50459};52.5
7797;6.8709;0.36;1.94;{70: 6.87086};72.5
7798;25.7911;0.14;2.02;{70: 25.79108};72.5
7799;29.6646;0.14;2.03;{75: 17.79879, 70: 11.86586};75.5
7800;11.2149;0.15;2.05;{75: 11.21492};77.5
7801;63.6735;0.32;1.92;{65: 63.6735};67.5
7802;10.4503;0.24;1.87;{50: 10.45032};52.5
7803;29.6796;0.89;1.84;{50: 29.6796};52.5
7804;6.8745;0.3;1.92;{60: 6.87452};62.5
7805;18.4956;0.22;1.95;{50: 18.49561};52.5
7806;8.0173;0.35;1.94;{70: 8.01733};72.5
7807;6.0938;0.47;1.87;{50: 6.09385};52.5
7808;7.0714;0.09;1.88;{55: 7.07144};57.5
7809;16.3729;0.31;1.0;{55: 13.09829, 50: 3.27457};56.5
7810;2.7101;0.28;1.89;{55: 2.71012};57.5
7811;11.7901;0.17;2.0;{75: 8.84258, 70: 2.94753};76.3
7812;11.7901;0.17;2.0;{75: 8.84258, 70: 2.94753};76.3
7813;9.0014;0.17;2.0;{75: 6.00092, 72: 3.00046};76.5
7814;9.0014;0.17;2.0;{75: 6.00092, 72: 3.00046};76.5
7815;7.8164;0.17;2.02;{75: 7.81642};77.5
7816;7.8164;0.17;2.02;{75: 7.81642};77.5
7817;3.8574;0.28;1.92;{60: 3.85737};62.5
7818;29.8648;0.1;1.95;{75: 23.89185, 77: 5.97296};77.9
7819;29.8648;0.1;1.95;{75: 23.89185, 77: 5.97296};77.9
7820;7.5656;0.11;1.97;{75: 7.56561};77.5
7821;6.1042;0.27;1.88;{45: 6.10421};47.5
7822;31.0236;0.1;1.96;{75: 31.02364};77.5
7823;31.0236;0.1;1.96;{75: 31.02364};77.5
7824;7.5656;0.11;1.97;{75: 7.56561};77.5
7825;10.8209;0.1;1.97;{75: 10.82088};77.5
7826;10.8209;0.1;1.97;{75: 10.82088};77.5
7827;6.9983;0.18;1.97;{75: 6.99828};77.5
7828;27.3259;0.34;1.89;{45: 27.32589};47.5
7829;3.6982;0.22;2.07;{70: 3.69818};72.5
7830;27.3049;0.34;1.89;{45: 27.3049};47.5
7831;63.7977;0.22;1.86;{40: 63.8};42.5
7832;2.1153;0.49;1.87;{50: 2.11534};52.5
7833;2.1153;0.49;1.87;{50: 2.11534};52.5
7834;11.5392;0.49;1.87;{50: 11.53923};52.5
7835;11.5392;0.49;1.87;{50: 11.53923};52.5
7836;3.9968;0.46;1.87;{50: 3.99675};52.5
7837;3.7454;0.2;1.86;{65: 3.74538};67.5
7838;3.9968;0.46;1.87;{50: 3.99675};52.5
7839;22.4381;0.47;1.87;{50: 22.43811};52.5
7840;22.4381;0.47;1.87;{50: 22.43811};52.5
7841;2.6261;0.36;1.86;{50: 2.62608};52.5
7842;2.6261;0.36;1.86;{50: 2.62608};52.5
7843;2.232;0.36;1.86;{45: 2.23204};47.5
7844;2.232;0.36;1.86;{45: 2.23204};47.5
7845;35.6926;0.29;1.86;{45: 35.69262};47.5
7846;35.6926;0.29;1.86;{45: 35.69262};47.5
7847;9.6407;0.14;1.9;{70: 6.42714, 65: 3.21357};70.8
7848;25.3392;0.35;1.87;{60: 25.33915};62.5
7849;82.4152;0.19;1.86;{50: 54.94348, 55: 27.47174};54.2
7850;15.8782;0.17;1.86;{50: 15.87819};52.5
7851;3.8077;0.33;1.89;{65: 3.80773};67.5
7852;6.2339;0.1;1.89;{55: 6.23393};57.5
7853;9.345;0.35;1.86;{55: 9.34501};57.5
7854;9.345;0.35;1.86;{55: 9.34501};57.5
7855;18.5755;0.34;1.86;{55: 18.57553};57.5
7856;18.5755;0.34;1.86;{55: 18.57553};57.5
7857;5.7621;0.4;1.92;{65: 5.76207};67.5
7858;11.0835;0.11;1.88;{55: 11.0835};57.5
7859;10.2945;0.14;1.88;{60: 3.4315, 62: 3.4315, 65: 3.4315};64.8
7860;49.1047;0.29;1.87;{45: 49.10474};47.5
7861;21.251;0.25;2.02;{75: 21.25103};77.5
7862;10.6639;0.16;1.97;{70: 10.66392};72.5
7863;10.6639;0.16;1.97;{70: 10.66392};72.5
7864;29.8035;0.16;1.95;{70: 29.80348};72.5
7865;9.0341;0.16;1.97;{70: 9.03415};72.5
7866;29.8035;0.16;1.95;{70: 29.80348};72.5
7867;4.9519;0.16;1.97;{70: 4.95187};72.5
7868;9.0341;0.16;1.97;{70: 9.03415};72.5
7869;4.9519;0.16;1.97;{70: 4.95187};72.5
7870;4.8403;0.16;1.97;{70: 4.84028};72.5
7871;4.8403;0.16;1.97;{70: 4.84028};72.5
7872;6.9407;0.17;2.0;{75: 6.94073};77.5
7873;28.9649;0.33;1.85;{50: 28.96487};52.5
7874;21.1019;0.34;1.85;{50: 21.10187};52.5
7875;26.9592;0.43;1.85;{45: 17.97278, 50: 8.98639};49.2
7876;7.8423;0.35;1.89;{45: 7.84228};47.5
7877;49.2952;0.16;1.97;{65: 49.29516};67.5
7878;49.2952;0.16;1.97;{65: 49.29516};67.5
7879;36.0071;0.16;1.93;{65: 36.00715};67.5
7880;36.0071;0.16;1.93;{65: 36.00715};67.5
7881;10.1262;0.17;1.92;{65: 10.12615};67.5
7882;10.1262;0.17;1.92;{65: 10.12615};67.5
7883;42.8449;0.17;1.93;{65: 42.84494};67.5
7884;42.8449;0.17;1.93;{65: 42.84494};67.5
7885;37.7737;0.22;1.94;{70: 20.33968, 65: 17.43401};70.2
7886;37.7737;0.22;1.94;{70: 20.33968, 65: 17.43401};70.2
7887;119.673;0.25;1.89;{65: 107.70568, 70: 11.9673};68.0
7888;12.6011;0.35;1.89;{45: 12.60109};47.5
7889;2.7607;0.27;2.11;{70: 2.76072};72.5
7890;11.1865;0.18;1.87;{55: 5.59325, 50: 5.59325};55.0
7891;11.1865;0.18;1.87;{50: 5.59325, 55: 5.59325};55.0
7892;6.6044;0.25;1.87;{65: 6.6044};67.5
7893;3.0113;0.15;1.87;{50: 3.01135};52.5
7894;3.0113;0.15;1.87;{50: 3.01135};52.5
7895;8.3901;0.26;1.87;{65: 8.39013};67.5
7896;16.6518;0.23;1.88;{65: 8.32592, 60: 8.32592};65.0
7897;28.9264;0.26;1.87;{60: 28.92635};62.5
7898;9.878;0.12;1.87;{55: 9.87802};57.5
7899;3.8034;0.23;1.89;{45: 3.80342};47.5
7900;32.5344;0.21;2.04;{70: 23.66141, 75: 8.87303};73.9
7901;32.5344;0.21;2.04;{70: 23.66141, 75: 8.87303};73.9
7902;38.6617;0.39;1.87;{45: 20.81785, 50: 17.84387};49.8
7903;33.677;0.16;1.0;{65: 15.30772, 70: 12.24617, 60: 3.06154, 75: 3.06154};69.8
7904;37.4132;0.16;1.0;{65: 15.58884, 70: 12.47107, 60: 6.23553, 75: 3.11777};69.2
7905;58.4563;0.49;1.86;{50: 43.07305, 45: 15.38323};51.2
7906;70.3705;0.25;1.88;{45: 70.37048};47.5
7907;9.4526;0.19;1.86;{50: 9.45255};52.5
7908;57.885;0.46;1.86;{50: 57.88501};52.5
7909;4.7614;0.52;1.84;{55: 4.76138};57.5
7910;38.2684;0.5;1.84;{55: 38.26843};57.5
7911;5.1081;0.22;1.88;{65: 5.10813};67.5
7912;35.8104;0.46;1.86;{50: 23.87357, 45: 11.93678};50.8
7913;91.3184;0.07;1.0;{40: 27.4, 45: 33.48341, 50: 30.43946};47.7
7914;50.5729;0.16;1.89;{65: 29.74874, 70: 20.82412};69.6
7915;6.9981;0.12;1.88;{65: 6.99809};67.5
7916;6.454;0.11;1.88;{65: 6.45401};67.5
7917;4.1915;0.32;1.87;{50: 4.19146};52.5
7918;29.5273;0.25;1.86;{50: 29.5273};52.5
7919;11.9275;0.15;1.96;{75: 11.92749};77.5
7920;11.3087;0.15;1.96;{75: 11.30869};77.5
7921;10.2569;0.15;1.94;{70: 10.25688};72.5
7922;3.3386;0.45;1.84;{50: 3.33859};52.5
7923;4.038;0.26;1.85;{50: 4.03796};52.5
7924;5.5582;0.13;1.87;{50: 5.5582};52.5
7925;2.99;0.48;1.84;{55: 2.98998};57.5
7926;4.751;0.47;1.84;{55: 4.751};57.5
7927;20.4937;0.24;1.0;{60: 20.49368};62.5
7928;70.9381;0.2;1.86;{50: 56.15936, 55: 14.77878};53.5
7929;5.5236;0.17;1.91;{65: 2.76181, 67: 2.76181};68.5
7930;38.5244;0.45;1.84;{55: 29.63413, 50: 8.89024};56.3
7931;4.4389;0.09;1.88;{50: 4.43892};52.5
7932;4.3549;0.36;1.87;{45: 4.35494};47.5
7933;9.3358;0.14;1.88;{50: 9.33579};52.5
7934;66.8888;0.2;1.87;{50: 51.68679, 55: 15.202};53.6
7935;4.6455;0.21;1.88;{65: 4.64548};67.5
7936;4.1271;0.36;1.86;{50: 4.12715};52.5
7937;24.1265;0.3;1.9;{60: 15.07903, 65: 9.04742};64.4
7938;17.5218;0.22;1.88;{45: 17.52185};47.5
7939;2.2967;0.37;1.96;{60: 2.29668};62.5
7940;4.2848;0.3;1.93;{65: 4.28476};67.5
7941;47.3844;0.28;1.87;{40: 35.54, 45: 11.84611};43.8
7942;40.5464;0.23;1.88;{45: 40.54637};47.5
7943;6.2167;0.14;1.86;{55: 6.21675};57.5
7944;25.954;0.32;1.87;{55: 11.5351, 50: 11.5351, 45: 2.88378};54.2
7945;8.0543;0.15;1.86;{55: 8.05433};57.5
7946;5.7184;0.35;1.85;{45: 5.71838};47.5
7947;59.8068;0.3;1.91;{60: 38.87444, 65: 20.93239};64.3
7948;26.9333;0.29;1.89;{65: 26.93332};67.5
7949;8.1793;0.15;1.88;{50: 8.17927};52.5
7950;65.885;0.17;1.88;{50: 65.88498};52.5
7951;7.6588;0.15;1.88;{50: 7.65877};52.5
7952;51.9244;0.15;1.86;{50: 51.92435};52.5
7953;6.5178;0.23;1.91;{70: 6.51781};72.5
7954;7.0139;0.2;1.9;{65: 7.0139};67.5
7955;135.3542;0.28;1.89;{65: 135.35423};67.5
7956;4.6225;0.34;2.09;{70: 4.6225};72.5
7957;11.5412;0.2;1.89;{65: 11.54124};67.5
7958;52.3385;0.21;1.89;{65: 52.33853};67.5
7959;10.7343;0.2;1.89;{65: 10.73425};67.5
7960;5.922;0.22;2.01;{70: 5.92197};72.5
7961;7.3845;0.2;1.89;{65: 7.38447};67.5
7962;7.6032;0.33;1.86;{40: 7.6};42.5
7963;5.158;0.26;1.91;{60: 5.15803};62.5
7964;5.158;0.26;1.91;{60: 5.15803};62.5
7965;8.353;0.23;1.89;{65: 8.35295};67.5
7966;54.766;0.24;1.9;{60: 27.38302, 55: 27.38302};60.0
7967;5.062;0.26;1.91;{65: 2.53102, 60: 2.53102};65.0
7968;54.766;0.24;1.9;{55: 27.38302, 60: 27.38302};60.0
7969;28.2848;0.29;1.87;{50: 28.28485};52.5
7970;28.2848;0.29;1.87;{50: 28.28485};52.5
7971;5.9495;0.33;1.87;{50: 5.94945};52.5
7972;59.4247;0.29;1.85;{50: 59.42471};52.5
7973;15.9418;0.09;1.0;{50: 9.56507, 55: 6.37671};54.5
7974;15.9418;0.09;1.0;{50: 9.56507, 55: 6.37671};54.5
7975;8.5408;0.09;1.87;{60: 8.54082};62.5
7976;5.9495;0.33;1.87;{50: 5.94945};52.5
7977;3.6465;0.33;1.86;{50: 3.64649};52.5
7978;3.6465;0.33;1.86;{50: 3.64649};52.5
7979;18.4426;0.26;1.9;{65: 18.44258};67.5
7980;18.4426;0.26;1.9;{65: 18.44258};67.5
7981;19.3835;0.26;1.86;{55: 12.92236, 60: 6.46118};59.2
7982;47.6577;0.12;1.86;{50: 47.65767};52.5
7983;47.6577;0.12;1.86;{50: 47.65767};52.5
7984;59.4247;0.29;1.85;{50: 59.42471};52.5
7985;17.8611;0.27;1.85;{50: 17.86113};52.5
7986;17.8611;0.27;1.85;{50: 17.86113};52.5
7987;59.2577;0.17;1.86;{50: 59.25768};52.5
7988;59.2577;0.17;1.86;{50: 59.25768};52.5
7989;5.6697;0.56;1.89;{55: 5.66965};57.5
7990;89.169;0.24;1.85;{55: 50.52911, 60: 29.72301, 65: 8.9169};60.2
7991;8.4083;0.24;1.88;{65: 5.60556, 70: 2.80278};69.2
7992;61.4466;0.54;1.85;{55: 33.79561, 50: 27.65095};55.2
7993;8.0482;0.25;1.9;{65: 8.04824};67.5
7994;21.5765;0.21;1.94;{65: 21.5765};67.5
7995;19.3835;0.26;1.86;{55: 12.92236, 60: 6.46118};59.2
7996;12.6687;0.27;1.9;{65: 12.66869};67.5
7997;12.6687;0.27;1.9;{65: 12.66869};67.5
7998;27.8495;0.19;1.86;{55: 27.84945};57.5
7999;5.062;0.26;1.91;{60: 2.53102, 65: 2.53102};65.0
8000;14.238;0.26;1.91;{65: 14.23805};67.5
8001;17.9427;0.31;1.86;{40: 17.94};42.5
8002;7.0903;0.38;1.86;{45: 7.09029};47.5
8003;22.2782;0.47;1.91;{50: 22.27822};52.5
8004;7.2578;0.18;2.08;{70: 7.25777};72.5
8005;9.8423;0.07;1.87;{55: 6.5615, 60: 3.28075};59.2
8006;11.1903;0.16;2.12;{75: 11.19029};77.5
8007;6.3698;0.14;1.87;{45: 6.36981};47.5
8008;32.4964;0.41;1.86;{50: 20.67951, 45: 11.81686};50.7
8009;28.7889;0.11;1.87;{55: 8.63668, 50: 8.63668, 47: 8.63668, 52: 2.87889};53.3
8010;77.3151;0.27;1.87;{45: 77.31508};47.5
8011;30.214;0.11;1.88;{60: 30.21402};62.5
8012;8.4354;0.19;2.08;{70: 8.43541};72.5
8013;7.9779;0.18;2.08;{70: 7.97792};72.5
8014;34.3525;0.28;1.87;{60: 34.35255};62.5
8015;27.78;0.31;1.88;{60: 18.51997, 65: 6.17332, 55: 3.08666};63.1
8016;8.1132;0.19;2.08;{70: 8.11319};72.5
